"uniprot_id","protein_name","species","mirna","mirna_expression","common_mirna","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_labels_network","annotation_stringdb","protein_name_uniprot","cc_function_uniprot","go_p_uniprot","go_f_uniprot","description_eggnog","preferred_name_eggnog","pfams_eggnog","interpro_description_ips","signature_description_ips","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"Q16YG5","PTPN11","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL008552",NA,"protein-tyrosine-phosphatase",NA,"cell differentiation; intracellular signal transduction; mitotic cell cycle","non-membrane spanning protein tyrosine phosphatase activity; phosphotyrosine residue binding","Protein tyrosine phosphatase activity. It is involved in the biological process described with protein dephosphorylation","PTPN11","SH2,Y_phosphatase","SH2 domain","SH2 domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16YG8","PTPN11","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL008528",NA,"protein-tyrosine-phosphatase",NA,"anatomical structure morphogenesis; intracellular signal transduction; mitotic cell cycle; neuron development","non-membrane spanning protein tyrosine phosphatase activity; phosphotyrosine residue binding","Protein tyrosine phosphatase n11","PTPN11","SH2,Y_phosphatase","Tyrosine-specific protein phosphatase, PTPase domain","Protein-tyrosine phosphatase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16YZ8","SULF1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL008362",NA,NA,NA,NA,"glycosaminoglycan binding; N-acetylglucosamine-6-sulfatase activity","Sulfatase protein","SULF1","DUF3740,Sulfatase","Sulfatase, N-terminal","Sulfatase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16YZ9","SULF1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL008372","Sulfatase-1, sulf-1.",NA,NA,NA,"glycosaminoglycan binding; N-acetylglucosamine-6-sulfatase activity","Sulfatase","SULF1","DUF3740,Sulfatase","Sulfatase, N-terminal","Sulfatase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16Z01","NF1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL008371",NA,NA,NA,NA,"GTPase activator activity","GTPase-activator protein for Ras-like GTPases","NF1","CRAL_TRIO_2,RasGAP","CRAL-TRIO lipid binding domain","Divergent CRAL/TRIO domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16ZB6","EIF2A","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL008248","Eukaryotic translation initiation factor 2A; Functions in the early steps of protein synthesis of a small number of specific mRNAs. Acts by directing the binding of methionyl- tRNAi to 40S ribosomal subunits. In contrast to the eIF-2 complex, it binds methionyl-tRNAi to 40S subunits in a codon-dependent manner, whereas the eIF-2 complex binds methionyl-tRNAi to 40S subunits in a GTP-dependent manner.","Eukaryotic translation initiation factor 2A","Functions in the early steps of protein synthesis of a small number of specific mRNAs. Acts by directing the binding of methionyl-tRNAi to 40S ribosomal subunits. In contrast to the eIF-2 complex, it binds methionyl-tRNAi to 40S subunits in a codon-dependent manner, whereas the eIF-2 complex binds methionyl-tRNAi to 40S subunits in a GTP-dependent manner","regulation of translation","mRNA binding; ribosome binding; translation initiation factor activity; tRNA binding","Functions in the early steps of protein synthesis of a small number of specific mRNAs. Acts by directing the binding of methionyl-tRNAi to 40S ribosomal subunits. In contrast to the eIF- 2 complex, it binds methionyl-tRNAi to 40 S subunits in a codon- dependent manner, whereas the eIF-2 complex binds methionyl-tRNAi to 40 S subunits in a GTP-dependent manner. May act by impiging the expression of specific proteins","EIF2A","eIF2A","Translation initiation factor, beta propellor-like domain","Eukaryotic translation initiation factor eIF2A","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q170K4","EPB41L2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL007888","Protein 4.1 homolog (Coracle protein), putative.","Moesin/ezrin/radixin homolog 1",NA,"actomyosin structure organization; animal organ morphogenesis; neuron differentiation","actin binding; structural molecule activity","4.1 protein C-terminal domain (CTD)","EPB41L2","4_1_CTD,FA,FERM_C,FERM_M,FERM_N,SAB","FERM, N-terminal","FERM N-terminal domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q170K8","PTK7","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","Immunoglobulin I-set","Immunoglobulin I-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q170V1","Q170V1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL007791",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q171J8","TOLL1A","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"TOLL1A","Toll-like receptor; Belongs to the Toll-like receptor family.",NA,NA,"toll-like receptor signaling pathway","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","Toll/interleukin-1 receptor homology (TIR) domain","TIR domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q172L3","ATRN","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL007331",NA,NA,NA,"animal organ development; system development",NA,"Plexin repeat","ATRN","CUB,EGF_2,Kelch_1,Kelch_3,Kelch_4,Kelch_5,Kelch_6,Laminin_EGF,Lectin_C,PSI","Attractin, GBD domain","Attractin GBD-like","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q174K3","IGF2BP3","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL006876",NA,NA,NA,"mRNA transport; regulation of translation","RNA binding","Igf2 mRNA binding protein","IGF2BP3","KH_1,RRM_1","RNA recognition motif domain","RNA recognition motif","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q174W8","GPRFZ2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"GPRFZ2","AAEL006778-PA; Belongs to the G-protein coupled receptor Fz/Smo family.",NA,NA,"canonical Wnt signaling pathway; non-canonical Wnt signaling pathway","G protein-coupled receptor activity; Wnt receptor activity; Wnt-protein binding","Belongs to the G-protein coupled receptor Fz Smo family","FZD5","Frizzled,Fz","Frizzled domain","Fz domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q177R3","MSI1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL006057",NA,NA,NA,"regulation of translation","mRNA binding","RNA recognition motif","MSI1","RRM_1","RNA recognition motif domain","RNA recognition motif","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q178N5","PDCD4","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL005832",NA,"Programmed cell death protein 4",NA,"negative regulation of DNA-templated transcription",NA,"Programmed cell death","PDCD4","MA3","Initiation factor eIF-4 gamma, MA3","MA3 domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17BN5","GGPS1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL004900","AAEL004900-PA; Belongs to the FPP/GGPP synthase family.",NA,NA,"isoprenoid biosynthetic process; pheromone biosynthetic process","metal ion binding; prenyl diphosphate synthase activity","Belongs to the FPP GGPP synthase family","GGPS1","polyprenyl_synt","Polyprenyl synthetase-like","Polyprenyl synthetase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17BY7","LDB2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL004737","Lim domain binding protein.",NA,NA,NA,"LIM domain binding","LIM-domain binding protein","LDB2","LIM_bind","LIM interaction domain","LIM interaction domain (LID)","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17C29","BTG1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL004715",NA,"Anti-proliferative protein domain-containing protein",NA,"negative regulation of cell population proliferation",NA,"BTG family","BTG1","BTG","Anti-proliferative protein","BTG family","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17C39","CDK5R1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL004717",NA,NA,NA,"axon guidance","cyclin-dependent protein serine/threonine kinase activator activity; protein kinase binding","Cyclin-dependent kinase 5 activator","CDK5R1","CDK5_activator","Cyclin-dependent kinase 5 activator","Cyclin-dependent kinase 5 activator protein","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17C93","Q17C93","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL004651","Multiple ankyrin repeats single kh domain protein.",NA,NA,"innate immune response",NA,"Multiple ankyrin repeats single kh domain protein",NA,"Ank,Ank_2,Ank_3,Ank_4","Ankyrin repeat","Ankyrin repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17D24","CSNK1G2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL004351","AAEL004351-PC; Belongs to the protein kinase superfamily.","non-specific serine/threonine protein kinase",NA,"regulation of protein localization; Wnt signaling pathway","ATP binding; protein serine/threonine kinase activity","Casein kinase 1 gamma C terminal","CSNK1G2","CK1gamma_C,Pkinase","Casein kinase 1 gamma C-terminal","Casein kinase 1 gamma C terminal","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17DL2","igcm-1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL004133",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Echinoid","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3,ig","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17E44","Q17E44","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL003953","Map/microtubule affinity-regulating kinase 2,4.","MAP/microtubule affinity-regulating kinase 3","Serine/threonine-protein kinase. Involved in the specific phosphorylation of microtubule-associated proteins for MAP2 and MAP4. Phosphorylates the microtubule-associated protein MAPT/TAU. Phosphorylates CDC25C on 'Ser-216'. Regulates localization and activity of some histone deacetylases by mediating phosphorylation of HDAC7, promoting subsequent interaction between HDAC7 and 14-3-3 and export from the nucleus. Regulates localization and activity of MITF by mediating its phosphorylation, promoting subsequent interaction between MITF and 14-3-3 and retention in the cytosol. Negatively regulates the Hippo signaling pathway and antagonizes the phosphorylation of LATS1. Cooperates with DLG5 to inhibit the kinase activity of STK3/MST2 toward LATS1. Phosphorylates PKP2 and KSR1","intracellular signal transduction; microtubule cytoskeleton organization","ATP binding; protein serine/threonine kinase activity","MAP microtubule affinity-regulating kinase",NA,"KA1,Pkinase","Protein kinase domain","Protein kinase domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17EB3","chinmo","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL003861",NA,NA,NA,"animal organ development; developmental process involved in reproduction; neuron development; regulation of transcription by RNA polymerase II",NA,"Broad-Complex, Tramtrack and Bric a brac","chinmo","BTB,zf-C2H2,zf-C2H2_4","Zinc finger C2H2-type","Zinc finger, C2H2 type","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17F07","LRBA","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL003609",NA,NA,NA,"protein localization","protein kinase binding","Neurobeachin","LRBA","Beach,DUF1088,DUF4704,Laminin_G_3,PH_BEACH,WD40","Neurobeachin/BDCP, DUF4704","Neurobeachin/BDCP, DUF4704 alpha solenoid region","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17F08","LRBA","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL003592",NA,NA,NA,"protein localization","protein kinase binding","Neurobeachin","LRBA","Beach,DUF1088,DUF4704,Laminin_G_3,PH_BEACH,WD40","Neurobeachin, beta-propeller domain","Neurobeachin beta propeller domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17G69","igcm-1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL003169",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Immunoglobulin C-2 Type","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3",NA,"Immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17GP3","VPS4A","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL002938","Skd/vacuolar sorting; Belongs to the AAA ATPase family.","vesicle-fusing ATPase",NA,"cell division; endosomal transport; protein transport; vacuole organization","ATP binding; ATP hydrolysis activity","Belongs to the AAA ATPase family","VPS4A","AAA,MIT,Vps4_C","AAA ATPase, AAA+ lid domain","AAA+ lid domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17HS6","PAK3","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL002594",NA,"non-specific serine/threonine protein kinase",NA,NA,"ATP binding; protein serine/threonine kinase activity","P21-Rho-binding domain","PAK3","PBD,Pkinase","CRIB domain","P21-Rho-binding domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17I67","ZEB2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL002451","Zinc finger protein.",NA,NA,"negative regulation of transcription by RNA polymerase II","DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding; zinc ion binding","zinc finger","ZEB2","Homeobox,zf-C2H2,zf-C2H2_6","Homeodomain","Homeodomain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17IL0","PDSS1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL002287","Trans-prenyltransferase.",NA,NA,"isoprenoid biosynthetic process; pheromone biosynthetic process; ubiquinone biosynthetic process","prenyltransferase activity","Polyprenyl synthetase","PDSS1","polyprenyl_synt","Polyprenyl synthetase-like","Polyprenyl synthetase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17J33","USP54","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048468","Cell development",78,1407,0.39,0.97,1.01e-10,"AAEL002171","Ubiquitin specific proteinase.",NA,NA,NA,"hydrolase activity","Ubiquitin specific proteinase","USP54","UCH",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
