#node	identifier	domain_summary_url	annotation	other_names_and_aliases	kegg_id
AAEL014157	7159.Q16H46	AAEL014157-PA.	http://smart.embl.de/smart/DDvec.cgi?smart=63:	5570178,AAEL014157,AAEL014157-PA,Cytochrome c oxidase assembly factor 4,Q16H46,Q16H46_AEDAE,XM_001648096.1,XP_001648146.1,XP_001658967,aag:5570178	aag:5570178
AAEL014207	7159.Q16GZ8	Sugar transporter; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.	https://smart.embl.de/smart/DDvec.cgi?smart=524:Pfam_MFS_1(51|456)+	5576056,AAEL014207,AAEL014207-PA,Q16GZ8,Q16GZ8_AEDAE,Sugar transporter,XM_001648149.1,XP_001648199.1,XP_021701652,aag:5576056	aag:5576056
AAEL014258	7159.Q16GV0	AAEL014258-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=657:Pfam_MFS_1(224|494)+	5563757,AAEL014258,AAEL014258-PA,Q16GV0,Q16GV0_AEDAE,Uncharacterized protein LOC5563757,XM_001648267.1,XP_001648317.1,XP_021709436,aag:5563757	aag:5563757
AAEL014337	7159.Q16GL8	Mitotic protein phosphatase 1 regulator, putative.	https://smart.embl.de/smart/DDvec.cgi?smart=556:SIGNAL(1|19)+LRR(179|201)+LRR(202|224)+LRR_TYP(225|248)+LRR(250|272)+LRR(276|296)+LRR_TYP(297|320)+LRR(347|370)+LRR(372|394)+LRR(397|418)+LRR(419|442)+LRR(443|466)+LRR(505|528)+LRR(531|552)+	AAEL014337,AAEL014337-PA,Q16GL8,Q16GL8_AEDAE,XM_001648474.1,XP_001648524.1	
AAEL014347	7159.Q16GK5	AAEL014347-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=2895:CUB(77|186)+EGF(187|215)+Pfam_Kelch_4(379|433)+PSI(666|710)+PSI(970|1023)+PSI(1068|1110)+PSI(1137|1198)+EGF_CA(1199|1240)+EGF(1242|1272)+EGF_Lam(1275|1319)+EGF_Lam(1322|1370)+CUB(1374|1502)+EGF(1503|1532)+Pfam_Kelch_4(1599|1649)+Pfam_Kelch_3(1667|1720)+Pfam_Kelch_4(1713|1765)+Pfam_Kelch_4(1766|1821)+PSI(1985|2048)+PSI(2095|2155)+PSI(2157|2231)+EGF(2235|2273)+EGF(2275|2303)+EGF_like(2306|2352)+EGF_like(2355|2427)+TRANS(2709|2731)+	5564197,AAEL014347,AAEL014347-PA,Q16GK5,Q16GK5_AEDAE,XM_001648489.1,XP_001648539,XP_001648539.1,aag:5564197	aag:5564197
AAEL014485	7159.Q16G89	AAEL014485-PA.	http://smart.embl.de/smart/DDvec.cgi?smart=1258:	5577573,AAEL014485,AAEL014485-PA,Q16G89,Q16G89_AEDAE,Rho guanine nucleotide exchange factor 4/29,Uncharacterized protein LOC5577573 isoform X1,XM_001648773.1,XP_001648823.1,XP_021697247,aag:5577573	aag:5577573
AAEL014521	7159.Q16G51	AAEL014521-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=1183:ANK(67|96)+ANK(100|129)+ANK(133|178)+ANK(182|211)+ANK(215|244)+ANK(249|278)+ANK(282|313)+ANK(315|345)+ANK(349|378)+ANK(386|415)+	AAEL014521,AAEL014521-PA,Q16G51,Q16G51_AEDAE,XM_001648871.1,XP_001648921.1	
AAEL014557	7159.Q16G14	AAEL014557-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=333:HOX(176|238)+	5564673,AAEL014557,AAEL014557-PA,Homeobox protein CDX1/4,Homeotic protein caudal isoform X2,Q16G14,Q16G14_AEDAE,XM_001648970.1,XP_001649020,XP_001649020.1,aag:5564673	aag:5564673
AAEL014620	7159.Q16FV7	AAEL014620-PA.	http://smart.embl.de/smart/DDvec.cgi?smart=401:	AAEL014620,AAEL014620-PA,Q16FV7,Q16FV7_AEDAE,XM_001649060.1,XP_001649110.1	
AAEL014730	7159.Q16FK4	AAEL014730-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=1285:Pfam_DUF1088(305|473)+Pfam_PH_BEACH(496|593)+Beach(624|901)+WD40(1051|1094)+WD40(1108|1147)+WD40(1191|1229)+WD40(1232|1271)+	5565116,AAEL014730,AAEL014730-PA,Neurobeachin,Neurobeachin isoform X1,Q16FK4,Q16FK4_AEDAE,XM_001649409.1,XP_001649459.1,XP_021695026,aag:5565116	aag:5565116
AAEL014901	7159.Q16F46	AAEL014901-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=578:RhoGAP(341|526)+	AAEL014901,AAEL014901-PA,Q16F46,Q16F46_AEDAE,XM_001649925.1,XP_001649975.1	
AAEL014927	7159.Q16F21	Sodium/chloride dependent transporter.	https://smart.embl.de/smart/DDvec.cgi?smart=661:Pfam_SNF(58|399)+	AAEL014927,AAEL014927-PA,Q16F21,Q16F21_AEDAE,Sodium/chloride dependent transporter,XM_001649973.1,XP_001650023.1	
AAEL014933	7159.Q16F16	Peptidylprolyl isomerase.	https://smart.embl.de/smart/DDvec.cgi?smart=225:Pfam_FKBP_C(65|158)+	5.2.1.8,AAEL014933,Peptidylprolyl isomerase,Q16F16,Q16F16_AEDAE,XM_001649979.1,XP_001650029.1	
AAEL015071	7159.Q16EP6	AAEL015071-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=268:Pfam_Trehalose_recp(1|268)+	AAEL015071,AAEL015071-PA,Q16EP6,Q16EP6_AEDAE,XM_001650420.1,XP_001650470.1	
AAEL015101	7159.Q16EM3	AAEL015101-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=99:ZnF_C2H2(1|19)+ZnF_C2H2(25|47)+	5566210,AAEL015101,AAEL015101-PA,Q16EM3,Q16EM3_AEDAE,Uncharacterized protein LOC5566210,XM_001650533.1,XP_001650583.1,XP_021693695,aag:5566210	aag:5566210
AAEL015231	7159.Q16EF2	AAEL015231-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=1157:SIGNAL(1|27)+ANK(44|89)+ANK(93|122)+ANK(126|155)+ANK(160|189)+ANK(193|224)+ANK(226|256)+ANK(260|289)+ANK(297|326)+	AAEL015231,AAEL015231-PA,Q16EF2,Q16EF2_AEDAE,XM_001651010.1,XP_001651060.1	
AAEL015235	7159.Q16EE7	AAEL015235-PA; Belongs to the band 7/mec-2 family. Flotillin subfamily.	https://smart.embl.de/smart/DDvec.cgi?smart=413:PHB(74|256)+Pfam_Flot(300|409)+	5566722,AAEL015235,AAEL015235-PA,Flotillin,Flotillin-1,Flotillin-1 isoform X1,Q16EE7,Q16EE7_AEDAE,XM_001651082.1,XP_001651132.1,XP_021695725,aag:5566722	aag:5566722
AAEL015593	7159.Q1DGK7	AAEL015593-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=402:Pfam_Prominin(1|390)+	AAEL015593,AAEL015593-PA,Q1DGK7,Q1DGK7_AEDAE,XM_001647568.1,XP_001647618.1	
AAEL015650	7159.Q1DGF8	AAEL015650-PA.	http://smart.embl.de/smart/DDvec.cgi?smart=142:	AAEL015650,AAEL015650-PA,Q1DGF8,Q1DGF8_AEDAE,XM_001647519.1,XP_001647569.1	
AAEL801114	7159.J9HTV7	AAEL017419-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=157:ZnF_C2HC(5|21)+ZnF_C2HC(49|65)+ZnF_C2HC(69|85)+ZnF_C2HC(91|107)+ZnF_C2HC(116|132)+ZnF_C2HC(136|152)+	23687839,AAEL017419-PA,AAEL801114,CCHC-type zinc finger protein CG3800,Cellular nucleic acid-binding protein,J9HTV7,J9HTV7_AEDAE,XM_011494908.1,XP_011493210,XP_011493210.1,aag:23687839	aag:23687839
ARK	7159.Q17MT6	Apaf-1 Related Killer.	https://smart.embl.de/smart/DDvec.cgi?smart=1399:Pfam_NB-ARC(131|425)+WD40(658|695)+WD40(851|890)+WD40(1163|1208)+WD40(1211|1253)+	5567237,AAEL000874,AAEL000874-PA,ARK,Apaf-1 Related Killer,Apoptotic protease-activating factor,Q17MT6,Q17MT6_AEDAE,Uncharacterized protein LOC5567237 isoform X1,XM_001651617.2,XP_001651667.2,XP_021710103,aag:5567237	aag:5567237
CTL12	7159.Q16Y37	AAEL008681-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=150:CLECT(21|148)+	5570943,AAEL008681,AAEL008681-PA,CD209 antigen-like protein E,CTL12,Q16Y37,Q16Y37_AEDAE,XM_001653359.1,XP_001653409,XP_001653409.1,aag:5570943	aag:5570943
DNR1	7159.Q17NT7	AAEL000590-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=523:B41(3|265)+FERM_C(271|358)+RING(454|488)+	2.3.2.27,5564297,AAEL000590,AAEL000590-PA,DNR1,E3 ubiquitin-protein ligase MYLIP,EC 2.3.2.27,Q17NT7,Q17NT7_AEDAE,XM_001648620.2,XP_001648670,XP_001648670.1,aag:5564297	aag:5564297
GPRALS3	7159.Q16KP5	GPCR Galanin/Allatostatin Family; Belongs to the G-protein coupled receptor 1 family.	https://smart.embl.de/smart/DDvec.cgi?smart=417:Pfam_7TM_GPCR_Srsx(59|337)+	5577003,AAEL012920,AAEL012920-PA,Allatostatin C receptor,GPCR Galanin/Allatostatin Family,GPRALS3,Q16KP5,Q16KP5_AEDAE,Somatostatin receptor type 2,XM_001663056.2,XP_001663106.2,XP_021705393,aag:5577003	aag:5577003
GPRDIH1	7159.Q16Z71	AAEL008292-PA; Belongs to the G-protein coupled receptor 2 family.	https://smart.embl.de/smart/DDvec.cgi?smart=417:HormR(53|123)+Pfam_7tm_2(130|379)+	5570395,AAEL008292,AAEL008292-PA,Corticotropin releasing hormone receptor 1,DH44 receptor,Diuretic hormone receptor isoform X2,GPRDIH1,Q16Z71,Q16Z71_AEDAE,XM_001659059.1,XP_001659109,XP_001659109.1,aag:5570395	aag:5570395
GPRFZ2	7159.Q174W8	AAEL006778-PA; Belongs to the G-protein coupled receptor Fz/Smo family.	https://smart.embl.de/smart/DDvec.cgi?smart=658:SIGNAL(1|33)+FRI(57|176)+Frizzled(276|592)+	5568380,AAEL006778,AAEL006778-PA,Frizzled 5/8,Frizzled-2,GPRFZ2,Q174W8,Q174W8_AEDAE,XM_001657980.2,XP_001658030,XP_001658030.2,aag:5568380	aag:5568380
GPRGHP3	7159.Q16L21	AAEL012796-PA; Belongs to the G-protein coupled receptor 1 family.	https://smart.embl.de/smart/DDvec.cgi?smart=310:Pfam_7tm_1(27|298)+	5576812,AAEL012796,AAEL012796-PA,GPRGHP3,Neuromedin U receptor 1,Pyrokinin-1 receptor,Q16L21,Q16L21_AEDAE,XM_001662886.2,XP_001662936.2,XP_021694461,aag:5576812	aag:5576812
GPROR52	7159.Q16IY4	Odorant receptor.	https://smart.embl.de/smart/DDvec.cgi?smart=421:TRANS(48|70)+Pfam_7tm_6(75|410)+	5578075,AAEL013507,GPROR52,GPRor52,Odorant receptor,Q16IY4,Q16IY4_AEDAE,Uncharacterized protein LOC5578075,XM_001663645.1,XP_001663695,XP_001663695.1,aag:5578075	aag:5578075
GPROR60	7159.J9HG16	Odorant receptor.	https://smart.embl.de/smart/DDvec.cgi?smart=414:TRANS(25|42)+TRANS(51|73)+Pfam_7tm_6(78|403)+	AaeL_AAEL017041,GPROR60,GPRor60,J9HG16,J9HG16_AEDAE,Odorant receptor,XM_011494655.1,XP_011492957.1	
GPROR76	7159.Q16J72	Odorant receptor.	https://smart.embl.de/smart/DDvec.cgi?smart=382:TRANS(49|71)+Pfam_7tm_6(91|370)+	5577942,AAEL013418,GPROR76,GPRor76,Odorant receptor,Q16J72,Q16J72_AEDAE,Uncharacterized protein LOC5577942,XM_001663564.1,XP_001663614,XP_001663614.1,aag:5577942	aag:5577942
GPRgr11	7159.Q16QU1	AAEL011174-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=471:Pfam_7tm_7(79|458)+	5574457,AAEL011174,AAEL011174-PA,GPRgr11,Gustatory receptor,Gustatory receptor for sugar taste 64a,Q16QU1,Q16QU1_AEDAE,XM_001661423.2,XP_001661473,XP_001661473.2,aag:5574457	aag:5574457
HR4	7159.Q178K1	Hormone receptor-like in 4.	https://smart.embl.de/smart/DDvec.cgi?smart=1263:ZnF_C4(828|899)+HOLI(1048|1242)+	5579849,A7MAD8,AAEL005850,AAEL005850-PA,HR4,Hormone receptor 4 isoform X1,Hormone receptor-like in 4,Nuclear receptor subfamily 6 group A,Q178K1,Q178K1_AEDAE,XM_001651474.2,XP_001651524,XP_001651524.2,aag:5579849,hr4	aag:5579849
J9E9F1_AEDAE	7159.J9E9F1	DNA-directed RNA polymerase subunit beta; DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates.	https://smart.embl.de/smart/DDvec.cgi?smart=1134:Pfam_RNA_pol_Rpb2_2(176|363)+Pfam_RNA_pol_Rpb2_3(438|502)+Pfam_RNA_pol_Rpb2_4(539|600)+Pfam_RNA_pol_Rpb2_5(621|662)+Pfam_RNA_pol_Rpb2_6(669|1044)+Pfam_RNA_pol_Rpb2_7(1046|1132)+	2.7.7.6,23687576,AaeL_AAEL017156,DNA-directed RNA polymerase III subunit RPC2,DNA-directed RNA polymerase subunit beta,EC 2.7.7.6,J9E9F1,J9E9F1_AEDAE,XM_011495422.1,XP_011493724,XP_011493724.1,aag:23687576	aag:23687576
J9EAF0_AEDAE	7159.J9EAF0	AAEL017196-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=389:Pfam_Peptidase_M13_N(4|338)+	23687616,AAEL017196-PA,AaeL_AAEL017196,J9EAF0,J9EAF0_AEDAE,Protein gone early,XM_011495171.1,XP_011493473.1,XP_021694319,aag:23687616	aag:23687616
J9EAN8_AEDAE	7159.J9EAN8	AAEL010145-PC.	https://smart.embl.de/smart/DDvec.cgi?smart=326:Pfam_Na_K-ATPase(25|321)+	5572931,AAEL010145-PC,AaeL_AAEL010145,J9EAN8,J9EAN8_AEDAE,XM_011494770.1,XP_001654266,XP_011493072.1,aag:5572931	aag:5572931
J9EBD1_AEDAE	7159.J9EBD1	AAEL017382-PA; Belongs to the protein kinase superfamily.	https://smart.embl.de/smart/DDvec.cgi?smart=218:Pfam_Pkinase_Tyr(24|218)+	23687802,AAEL017382-PA,AaeL_AAEL017382,J9EBD1,J9EBD1_AEDAE,XM_011495399.1,XP_011493701.1	
J9HFE1_AEDAE	7159.J9HFE1	Elongation factor Tu.	https://smart.embl.de/smart/DDvec.cgi?smart=751:Pfam_GTP_EFTU(343|536)+Pfam_GTP_EFTU_D2(559|628)+Pfam_GTP_EFTU_D3(632|726)+	5570735,AaeL_AAEL017378,Elongation factor Tu,Elongation factor Tu, mitochondrial,J9HFE1,J9HFE1_AEDAE,XM_011494711.1,XP_001659326,XP_011493013.1,aag:5570735	aag:5570735
J9HIM6_AEDAE	7159.J9HIM6	AAEL017462-PB.	https://smart.embl.de/smart/DDvec.cgi?smart=495:Pfam_MFS_1_like(42|370)+TRANS(435|452)+	23687882,AAEL017462-PB,AaeL_AAEL017462,J9HIM6,J9HIM6_AEDAE,XM_011495126.1,XP_011493427,XP_011493428.1,aag:23687882	aag:23687882
J9HYQ9_AEDAE	7159.J9HYQ9	Elongation factor 1-alpha; This protein promotes the GTP-dependent binding of aminoacyl- tRNA to the A-site of ribosomes during protein biosynthesis.	https://smart.embl.de/smart/DDvec.cgi?smart=462:Pfam_GTP_EFTU(5|238)+Pfam_GTP_EFTU_D2(260|327)+Pfam_GTP_EFTU_D3(333|442)+	23687721,AaeL_AAEL017301,Elongation factor 1-alpha,J9HYQ9,J9HYQ9_AEDAE,XM_011495023.1,XP_011493325,XP_011493325.1,aag:23687721	aag:23687721
PIWI7	7159.Q176R2	AAEL006287-PA; Belongs to the argonaute family.	https://smart.embl.de/smart/DDvec.cgi?smart=945:PAZ(354|489)+Piwi(633|931)+	5567714,AAEL006287,AAEL006287-PA,Aubergine,PIWI7,Protein aubergine,Q176R2,Q176R2_AEDAE,XM_001657576.2,XP_001657626,XP_001657626.1,aag:5567714	aag:5567714
Q1HR69_AEDAE	7159.Q1HR69	Heat shock cognate 70; Belongs to the heat shock protein 70 family.	https://smart.embl.de/smart/DDvec.cgi?smart=655:SIGNAL(1|20)+Pfam_MreB_Mbl(120|406)+	23687769,3.6.4.10,AAEL017349-PA,AaeL_AAEL017349,EC 3.6.4.10,Endoplasmic reticulum chaperone BiP,Heat shock 70 kDa protein cognate 3,Heat shock cognate 70,Q1HR69,Q1HR69_AEDAE,XM_011495018.1,XP_011493320,XP_011493320.1,aag:23687769	aag:23687769
SRPN25	7159.Q1HRV7	Fxa-directed anticlotting serpin-like protein; Belongs to the serpin family.	https://smart.embl.de/smart/DDvec.cgi?smart=414:SIGNAL(1|19)+SERPIN(37|393)+	5569171,AAEL007420,AAEL007420-PB,Fxa-directed anticlotting serpin-like protein,Q0IEZ1,Q1HRV7,Q1HRV7_AEDAE,SRPN25,XM_001658315.2,XP_001658365.2	
TOLL1A	7159.Q171J8	Toll-like receptor; Belongs to the Toll-like receptor family.	https://smart.embl.de/smart/DDvec.cgi?smart=1124:SIGNAL(1|19)+LRR(179|201)+LRR(202|224)+LRR_TYP(225|248)+LRR(250|272)+LRR(276|296)+LRR_TYP(297|320)+LRR(347|370)+LRR(372|394)+LRR(397|418)+LRR(419|442)+LRR(443|466)+LRR(505|528)+LRR(531|552)+LRRCT(596|654)+LRRNT(664|701)+LRRCT(786|832)+TRANS(839|861)+TIR(890|1028)+	5564186,AAEL007613,AAEL007613-PA,Protein toll,Q171J8,Q171J8_AEDAE,TOLL1A,Toll-like receptor,XM_001658457.1,XP_001658507.1,XP_021708718,aag:5564186	aag:5564186
TOLL5A	7159.Q171K9	AAEL007619-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=1258:ZnF_C2HC(19|35)+ZnF_C2HC(58|76)+LRR(420|442)+LRR(443|466)+LRR_TYP(467|490)+LRR(491|514)+LRR(515|538)+LRR(564|587)+LRR(593|611)+LRR(614|635)+LRR(637|659)+LRR_TYP(660|683)+LRR(722|741)+LRRCT(806|860)+LRRNT(866|903)+LRR(951|973)+LRRCT(988|1035)+TRANS(1043|1065)+TIR(1093|1231)+	5569408,AAEL007619,AAEL007619-PA,Protein toll,Q171K9,Q171K9_AEDAE,TOLL5A,XM_001658446.1,XP_001658496.1,XP_021703075,aag:5569408	aag:5569408
TOLL8	7159.Q17NJ1	AAEL000633-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=1343:SIGNAL(1|20)+LRR(96|119)+LRR(151|174)+LRR(175|198)+LRR(210|232)+LRR_TYP(233|256)+LRR(257|280)+LRR(282|304)+LRR(305|330)+LRR_TYP(331|354)+LRR_TYP(355|378)+LRR(379|402)+LRR_TYP(403|426)+LRR(427|449)+LRR(450|473)+LRR(474|497)+LRR(498|521)+LRR(523|544)+LRR(545|567)+LRR(616|637)+LRR(639|661)+LRRNT(756|795)+LRR(794|813)+LRR(815|837)+LRR(838|861)+LRR(862|885)+LRR(886|914)+TRANS(1039|1061)+TIR(1092|1229)+	5565427,AAEL000633,AAEL000633-PA,Q17NJ1,Q17NJ1_AEDAE,TOLL8,Toll-like receptor Tollo,XM_001649763.1,XP_001649813,XP_001649813.1,aag:5565427	aag:5565427
