species,mirna,term_ID,term_description,observed_gene_count,background_gene_count,strength,signal,false_discovery_rate,matching_proteins_id_network,matching_proteins_labels_network,annotation,dataset,category_of_interest,enrichment_method,protein_db,taxon_id,assembly_name,stringdb_id,protein_name,gene_primary,cc_function,go_p,go_f
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q16YZ9,AAEL008372,"Sulfatase-1, sulf-1.",GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,glycosaminoglycan binding; N-acetylglucosamine-6-sulfatase activity
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q16ZB6,AAEL008248,"Eukaryotic translation initiation factor 2A; Functions in the early steps of protein synthesis of a small number of specific mRNAs. Acts by directing the binding of methionyl- tRNAi to 40S ribosomal subunits. In contrast to the eIF-2 complex, it binds methionyl-tRNAi to 40S subunits in a codon-dependent manner, whereas the eIF-2 complex binds methionyl-tRNAi to 40S subunits in a GTP-dependent manner.",GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Eukaryotic translation initiation factor 2A,NA,"Functions in the early steps of protein synthesis of a small number of specific mRNAs. Acts by directing the binding of methionyl-tRNAi to 40S ribosomal subunits. In contrast to the eIF-2 complex, it binds methionyl-tRNAi to 40S subunits in a codon-dependent manner, whereas the eIF-2 complex binds methionyl-tRNAi to 40S subunits in a GTP-dependent manner",regulation of translation,mRNA binding; ribosome binding; translation initiation factor activity; tRNA binding
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q170K4,AAEL007888,"Protein 4.1 homolog (Coracle protein), putative.",GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Moesin/ezrin/radixin homolog 1,NA,NA,actomyosin structure organization; animal organ morphogenesis; neuron differentiation,actin binding; structural molecule activity
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q170K8,AAEL007876,Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Tyrosine-protein kinase-like otk,NA,"Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons",cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q170V1,AAEL007791,AAEL007791-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q172L3,AAEL007331,AAEL007331-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,animal organ development; system development,NA
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q173B0,AAEL007217,AAEL007217-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,5568906,NA,NA,NA
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q174W8,GPRFZ2,AAEL006778-PA; Belongs to the G-protein coupled receptor Fz/Smo family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,GPRFZ2,NA,canonical Wnt signaling pathway; non-canonical Wnt signaling pathway,Wnt receptor activity; Wnt-protein binding
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q177R3,AAEL006057,AAEL006057-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,regulation of translation,mRNA binding
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q178N5,AAEL005832,AAEL005832-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Programmed cell death protein 4,NA,NA,negative regulation of DNA-templated transcription,NA
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q178X8,AAEL005741,Forkhead protein/ forkhead protein domain.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Forkhead box protein L2,NA,NA,anatomical structure morphogenesis; cell differentiation,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding"
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q17BY7,AAEL004737,Lim domain binding protein.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,LIM domain binding
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q17C39,AAEL004717,AAEL004717-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,axon guidance,cyclin-dependent protein serine/threonine kinase activator activity; protein kinase binding
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q17C93,AAEL004651,Multiple ankyrin repeats single kh domain protein.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,innate immune response,NA
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q17D24,AAEL004351,AAEL004351-PC; Belongs to the protein kinase superfamily.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,non-specific serine/threonine protein kinase,NA,NA,Wnt signaling pathway,ATP binding; protein serine/threonine kinase activity
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q17DL2,AAEL004133,AAEL004133-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,cell-cell adhesion,cell adhesion molecule binding
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q17E44,AAEL003953,"Map/microtubule affinity-regulating kinase 2,4.",GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,MAP/microtubule affinity-regulating kinase 3,NA,"Serine/threonine-protein kinase. Involved in the specific phosphorylation of microtubule-associated proteins for MAP2 and MAP4. Phosphorylates the microtubule-associated protein MAPT/TAU. Phosphorylates CDC25C on 'Ser-216'. Regulates localization and activity of some histone deacetylases by mediating phosphorylation of HDAC7, promoting subsequent interaction between HDAC7 and 14-3-3 and export from the nucleus. Regulates localization and activity of MITF by mediating its phosphorylation, promoting subsequent interaction between MITF and 14-3-3 and retention in the cytosol. Negatively regulates the Hippo signaling pathway and antagonizes the phosphorylation of LATS1. Cooperates with DLG5 to inhibit the kinase activity of STK3/MST2 toward LATS1. Phosphorylates PKP2 and KSR1",intracellular signal transduction; microtubule cytoskeleton organization,ATP binding; protein serine/threonine kinase activity
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q17F07,AAEL003609,AAEL003609-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,protein localization,protein kinase binding
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q17F08,AAEL003592,AAEL003592-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,protein localization,protein kinase binding
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q17G69,AAEL003169,AAEL003169-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,cell-cell adhesion,cell adhesion molecule binding
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q17GP3,AAEL002938,Skd/vacuolar sorting; Belongs to the AAA ATPase family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,vesicle-fusing ATPase,110673991,NA,endosomal transport; vacuole organization,ATP binding; ATP hydrolysis activity
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q17HS6,AAEL002594,AAEL002594-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,non-specific serine/threonine protein kinase,NA,NA,NA,ATP binding; protein serine/threonine kinase activity
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q17I67,AAEL002451,Zinc finger protein.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,negative regulation of transcription by RNA polymerase II,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding; zinc ion binding"
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q17IK5,AAEL002321,AAEL002321-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding"
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q17J33,AAEL002171,Ubiquitin specific proteinase.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q17K67,AAEL001780,Homeobox protein distal-less dlx.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding"
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q17K68,AAEL001776,AAEL001776-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q17KU1,AAEL001567,Myocyte-specific enhancer factor 2d.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,cell differentiation; heart development; positive regulation of transcription by RNA polymerase II,"DNA-binding transcription factor activity, RNA polymerase II-specific; histone deacetylase binding; protein dimerization activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding"
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q17LA6,AAEL001437,AAEL001437-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,post-embryonic development; regulation of developmental process; regulation of DNA-templated transcription; regulation of multicellular organismal process,NA
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q17MT6,ARK,Apaf-1 Related Killer.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,ARK,NA,apoptotic process,ADP binding
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q17MX1,AAEL000868,AAEL000868-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q17MX6,AAEL000908,AAEL000908-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q17MX7,AAEL000891,AAEL000891-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q17N01,AAEL000860,AAEL000860-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,5567249,NA,NA,NA
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q17NC1,AAEL000729,AAEL000729-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,regulation of translation,mRNA binding
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q17NE5,AAEL000741,Ecdysone-induced protein 74EF (ETS transcription factor E74A).,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,cell differentiation,"DNA-binding transcription factor activity, RNA polymerase II-specific; sequence-specific DNA binding"
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q17NJ1,TOLL8,AAEL000633-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,5565427,NA,signal transduction,NA
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q17NP6,AAEL000597,AAEL000597-PA; Cadherins are calcium-dependent cell adhesion proteins.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,Cadherins are calcium-dependent cell adhesion proteins,animal organ morphogenesis; cell migration; establishment of planar polarity; establishment or maintenance of cell polarity; homophilic cell adhesion via plasma membrane adhesion molecules; neuron projection development,beta-catenin binding; cadherin binding; calcium ion binding
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q17P09,AAEL000489,Non-specific serine/threonine protein kinase.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,non-specific serine/threonine protein kinase,NA,NA,NA,ATP binding; protein serine/threonine kinase activity
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q17PG3,AAEL000324,Tyrosine-protein kinase drl.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,receptor protein-tyrosine kinase,NA,NA,axonogenesis; cell surface receptor protein tyrosine kinase signaling pathway; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,ATP binding; protein kinase activity
Aedes aegypti,aae-mir-34-5p,GO:0009653,Anatomical structure morphogenesis,77,1549,0.35,0.83,1.56e-08,Q17PT9,AAEL000242,AAEL000242-PA; Belongs to the potassium channel family.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,action potential; protein homooligomerization,delayed rectifier potassium channel activity
Aedes aegypti,aae-mir-34-5p,GO:0050793,Regulation of developmental process,45,742,0.43,0.83,9.25e-07,J9EAF0,J9EAF0_AEDAE,AAEL017196-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,protein processing,metalloendopeptidase activity
Aedes aegypti,aae-mir-34-5p,GO:0050793,Regulation of developmental process,45,742,0.43,0.83,9.25e-07,Q0C7B1,AAEL000093,AAEL000093-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,intracellular signal transduction,GTPase activator activity; zinc ion binding
Aedes aegypti,aae-mir-34-5p,GO:0050793,Regulation of developmental process,45,742,0.43,0.83,9.25e-07,Q16HK0,AAEL013997,AAEL013997-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,5579061,NA,signal transduction,NA
Aedes aegypti,aae-mir-34-5p,GO:0050793,Regulation of developmental process,45,742,0.43,0.83,9.25e-07,Q16J72,GPROR76,Odorant receptor.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Odorant receptor,GPRor76,NA,signal transduction,odorant binding; olfactory receptor activity
Aedes aegypti,aae-mir-34-5p,GO:0050793,Regulation of developmental process,45,742,0.43,0.83,9.25e-07,Q16PP6,AAEL011565,AAEL011565-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,signal transduction,NA
Aedes aegypti,aae-mir-34-5p,GO:0050793,Regulation of developmental process,45,742,0.43,0.83,9.25e-07,Q16R65,AAEL011058,Lim domain binding protein.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,LIM domain binding
Aedes aegypti,aae-mir-34-5p,GO:0050793,Regulation of developmental process,45,742,0.43,0.83,9.25e-07,Q16RM1,AAEL010908,AAEL010908-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
Aedes aegypti,aae-mir-34-5p,GO:0050793,Regulation of developmental process,45,742,0.43,0.83,9.25e-07,Q16RU6,AAEL010835,Mitogen-activated protein kinase kinase kinase.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,Mitogen-activated protein kinase kinase kinase dlk-1,NA,NA,response to stress,ATP binding; protein serine/threonine kinase activity
Aedes aegypti,aae-mir-34-5p,GO:0050793,Regulation of developmental process,45,742,0.43,0.83,9.25e-07,Q16SB0,AAEL010643,AAEL010643-PA.,GO Biological Process,NA,stringdb,STRINGv12.0,7159,yellow fever mosquito,STRING.7159.Aedes,NA,NA,NA,NA,NA
