"uniprot_id","species","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_labels_network","annotation_stringdb","protein_name_uniprot","cc_function_uniprot","go_p_uniprot","go_f_uniprot","description_eggnog","preferred_name_eggnog","pfams_eggnog","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"Q16L96","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL012723","AAEL012723-PA; Belongs to the protein kinase superfamily.","mitogen-activated protein kinase kinase",NA,NA,"ATP binding; MAP kinase kinase activity; protein serine/threonine kinase activity; protein tyrosine kinase activity","protein kinase kinase","MAP2K1","Pkinase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16LB3","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL012707","AAEL012707-PA; Belongs to the peptidase C19 family.","ubiquitinyl hydrolase 1",NA,"DNA damage response, signal transduction by p53 class mediator; protein deubiquitination; proteolysis; regulation of autophagy","cysteine-type deubiquitinase activity","Belongs to the peptidase C19 family","USP10","PAM2,UCH","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16LG8","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL012655","Sugar transporter; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.","Facilitated trehalose transporter Tret1","High-capacity facilitative transporter for trehalose. Does not transport maltose, sucrose or lactose. Mediates the bidirectional transfer of trehalose. Responsible for the transport of trehalose synthesized in the fat body and the incorporation of trehalose into other tissues that require a carbon source, thereby regulating trehalose levels in the hemolymph",NA,"trehalose transmembrane transporter activity","Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family",NA,"Sugar_tr","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16LI4","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL012640","AAEL012640-PA.",NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16LK0","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL012627","AAEL012627-PA.",NA,NA,"establishment of mitotic spindle orientation; regulation of establishment of bipolar cell polarity; signal transduction",NA,"Ras association (RalGDS/AF-6) domain","ANKFN1","Ank_4,RA,fn3","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16LK2","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL012626","AAEL012626-PA.",NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16LS6","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL012541","AAEL012541-PA.",NA,NA,"neurotransmitter secretion",NA,"It is involved in the biological process described with neurotransmitter secretion","SYN3","Synapsin,Synapsin_C,Synapsin_N","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16LU2","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL012517","AAEL012517-PA.",NA,NA,NA,NA,"pro-neuregulin-2, membrane-bound","NRG2","EGF,I-set,Neuregulin","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16LX7","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL012493","AAEL012493-PA.",NA,NA,"animal organ development; system development",NA,"Plexin repeat","ATRN","CUB,EGF_2,Kelch_1,Kelch_3,Kelch_4,Kelch_5,Kelch_6,Laminin_EGF,Lectin_C,PSI","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16M45","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL012429","AAEL012429-PA.",NA,NA,NA,NA,"Smoothelin cytoskeleton protein","SMTN","CH,Smoothelin","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16M53","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL012420","AAEL012420-PA.",NA,NA,"post-transcriptional regulation of gene expression","mRNA 3'-UTR binding","Pumilio-family RNA binding repeat","PUM2","PUF","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16M54","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL012416","AAEL012416-PA.",NA,NA,NA,NA,"mRNA binding",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16MJ6","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL012288","Sugar transporter; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.",NA,NA,NA,"transmembrane transporter activity","Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family",NA,"Sugar_tr","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16MK4","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL012273","AAEL012273-PA.",NA,NA,"hematopoietic progenitor cell differentiation",NA,"Armadillo repeat-containing protein 6","ARMC6","Arm","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16MK6","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL012272","Peptidylprolyl isomerase.","peptidylprolyl isomerase",NA,"negative regulation of apoptotic process","peptidyl-prolyl cis-trans isomerase activity; protein folding chaperone","Peptidylprolyl isomerase","FKBP8","FKBP_C,TPR_1,TPR_2,TPR_8","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16MM1","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL012259","AAEL012259-PA.",NA,NA,NA,NA,"It is involved in the biological process described with regulation of transcription from RNA polymerase II promoter","SUPT5H","CTD,KOW,Spt5-NGN,Spt5_N","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16N83","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL012065","Cytoplasmic polyadenylation element binding protein (cpeb).",NA,NA,"negative regulation of cytoplasmic translation; spermatogenesis","mRNA 3'-UTR binding; mRNA regulatory element binding translation repressor activity; ribosome binding; translation factor activity, RNA binding","Cytoplasmic polyadenylation element binding protein","CPEB2","CEBP_ZZ,RRM_7","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16N85","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL012057","Enhancer of polycomb-like protein.","Enhancer of polycomb-like protein",NA,"regulation of transcription by RNA polymerase II",NA,"Enhancer of polycomb","EPC1","EPL1,E_Pc_C","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16N99","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL012046","AAEL012046-PA; Belongs to the band 7/mec-2 family. Flotillin subfamily.",NA,NA,"positive regulation of cell junction assembly; positive regulation of cell-cell adhesion mediated by cadherin; positive regulation of endocytosis; protein kinase C signaling; protein localization to plasma membrane; regulation of receptor internalization","protease binding","Flotillin","FLOT1","Band_7,Flot","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16NB0","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL012031","AAEL012031-PA.",NA,NA,NA,NA,"Centrosomal protein","CEP152",NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16NC7","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL012019","AAEL012019-PA.","F5/8 type C domain-containing protein",NA,NA,NA,"Muskelin N-terminus","MKLN1","Kelch_1,Kelch_3,Muskelin_N","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16ND4","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL012002","Beta-1,4-galactosyltransferase.","Beta-1,4-N-acetylgalactosaminyltransferase","Catalyzes the transfer of galactose onto proteins or lipids","carbohydrate metabolic process; glycosphingolipid biosynthetic process; protein glycosylation","galactosyltransferase activity; metal ion binding; N-acetyl-beta-glucosaminyl-derivative 4-beta-N-acetylgalactosaminyltransferase activity","Beta-1,4-galactosyltransferase",NA,"Glyco_transf_7C,Glyco_transf_7N","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16NP6","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL011910","AAEL011910-PA.",NA,NA,NA,NA,"Ankyrin repeats (many copies)",NA,"Ank,Ank_2,Ank_4","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16NS4","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL011870","AAEL011870-PA.",NA,NA,"P-body assembly; stress granule assembly","mRNA binding","FDF","LSM14A","FDF,LSM14","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16P14","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL011800","Protein tweety homolog; Probable chloride channel.","Protein tweety homolog","Probable chloride channel",NA,"intracellularly calcium-gated chloride channel activity; volume-sensitive chloride channel activity","Tweety",NA,"Tweety","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16P38","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL011773","AAEL011773-PA.","Calreticulin",NA,"ERAD pathway; protein folding","calcium ion binding; carbohydrate binding; unfolded protein binding","Calreticulin","CALR","Calreticulin","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16PA7","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL011709","Diacylglycerol kinase.","Diacylglycerol kinase",NA,"phospholipase C-activating G protein-coupled receptor signaling pathway","ATP binding; ATP-dependent diacylglycerol kinase activity; metal ion binding","Diacylglycerol kinase","DGKE","C1_1,DAGK_acc,DAGK_cat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16PG7","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL011648","AAEL011648-PA; Belongs to the cyclin family.",NA,NA,"cell division; mitotic cell cycle",NA,"Belongs to the cyclin family","CCND3","Cyclin_C,Cyclin_N","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16PP6","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL011565","AAEL011565-PA.",NA,NA,"signal transduction",NA,"It is involved in the biological process described with signal transduction",NA,"Ank_2,Ank_3,Ank_4,Ank_5,Death,ZU5","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16PT5","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL011536","Phosphoacetylglucosamine mutase; Catalyzes the conversion of GlcNAc-6-P into GlcNAc-1-P during the synthesis of uridine diphosphate/UDP-GlcNAc, a sugar nucleotide critical to multiple glycosylation pathways including protein N- and O- glycosylation; Belongs to the phosphohexose mutase family.","Phosphoacetylglucosamine mutase","Catalyzes the conversion of GlcNAc-6-P into GlcNAc-1-P during the synthesis of uridine diphosphate/UDP-GlcNAc, a sugar nucleotide critical to multiple glycosylation pathways including protein N- and O-glycosylation","carbohydrate metabolic process; cell wall organization; UDP-N-acetylglucosamine biosynthetic process","magnesium ion binding; phosphoacetylglucosamine mutase activity","Catalyzes the conversion of GlcNAc-6-P into GlcNAc-1-P during the synthesis of uridine diphosphate UDP-GlcNAc, a sugar nucleotide critical to multiple glycosylation pathways including protein N- and O-glycosylation","PGM3","PGM_PMM_I,PGM_PMM_III,PGM_PMM_IV","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16PW9","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL011495","AAEL011495-PA.",NA,NA,"protein sumoylation; regulation of transcription by RNA polymerase II","SUMO ligase activity; transcription coregulator activity; zinc ion binding","MIZ/SP-RING zinc finger","ZMIZ1","zf-MIZ","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16PX0","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL011485","AAEL011485-PA.",NA,NA,NA,NA,"MIZ/SP-RING zinc finger","ZMIZ1","zf-MIZ","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16QH9","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL011281","AAEL011281-PA.",NA,NA,NA,"metal ion binding; oxidoreductase activity","Cytochrome b-561 / ferric reductase transmembrane domain.","CYBRD1","Cytochrom_B561","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16QJ6","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL011261","AAEL011261-PA.",NA,NA,"chromatin organization",NA,"Ubinuclein conserved middle domain","UBN1","HUN,UBN_AB","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16R23","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL011105","AAEL011105-PB.",NA,NA,NA,"actin filament binding","Class II Aldolase and Adducin N-terminal domain","add-1","Aldolase_II","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16R65","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL011058","Lim domain binding protein.",NA,NA,NA,"LIM domain binding","Lim domain binding protein","LDB2","LIM_bind","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16RC6","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL011006","AAEL011006-PA.","Guanylate kinase",NA,NA,"ATP binding; GMP kinase activity","Guanylate kinase","GUK1","Guanylate_kin","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16RK1","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL010941","Protein tweety homolog; Probable chloride channel; Belongs to the tweety family.","Protein tweety homolog","Probable chloride channel",NA,"intracellularly calcium-gated chloride channel activity; volume-sensitive chloride channel activity","chloride channel","TTYH2","Tweety","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16RM1","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL010908","AAEL010908-PA.",NA,NA,NA,NA,"Headcase protein","HECA","HECA,Headcase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16RN4","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL010892","AAEL010892-PA.",NA,NA,"meiotic chromosome condensation; mitotic sister chromatid separation","chromatin binding","Condensin II complex subunit CAP-H2 or CNDH2, C-term","NCAPH2","CNDH2_C,CNDH2_M,CNDH2_N","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16RP7","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL010883","AAEL010883-PA.",NA,NA,NA,"glycine:sodium symporter activity; metal ion binding","Sodium chloride dependent transporter",NA,"SNF","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16RU6","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL010835","Mitogen-activated protein kinase kinase kinase.","Mitogen-activated protein kinase kinase kinase dlk-1",NA,"intracellular signal transduction; regulation of macromolecule metabolic process; regulation of primary metabolic process; response to stress","ATP binding; protein serine/threonine kinase activity","Mitogen-activated protein kinase kinase kinase","MAP3K13","Pkinase,Pkinase_Tyr","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16RY8","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL010783","AAEL010783-PA.",NA,"This is the non-catalytic component of the active enzyme, which catalyzes the hydrolysis of ATP coupled with the exchange of Na(+) and K(+) ions across the plasma membrane. The beta subunit regulates, through assembly of alpha/beta heterodimers, the number of sodium pumps transported to the plasma membrane","intracellular potassium ion homeostasis; intracellular sodium ion homeostasis; potassium ion import across plasma membrane; sodium ion export across plasma membrane","ATPase activator activity","Sodium potassium-dependent ATPase beta-2 subunit","ATP1B1","Na_K-ATPase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16S36","Aedes aegypti","GO:0009987","Cellular process",305,9342,0.11,0.6,1.69e-09,"AAEL010716","AAEL010716-PA.","Translocon Sec61/SecY plug domain-containing protein",NA,"protein transport",NA,"Plug domain of Sec61p","Sec61alpha","Plug_translocon,SecY","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
