"Gene ID","source_id","Organism","Gene Name or Symbol","Transcript Product Description","UniProt ID(s)"
"AAEL006928","AAEL006928-RA","Aedes aegypti LVP_AGWG","N/A","dihydrolipoamide dehydrogenase","A0A1S4FF23,Q174D6"
"AAEL006929","AAEL006929-RB","Aedes aegypti LVP_AGWG","N/A","cullin","A0A1S4FF02,Q174D9"
"AAEL006930","AAEL006930-RA","Aedes aegypti LVP_AGWG","REL1B","TOLL pathway signalling  NF-kappaB Relish-like transcription factor","Q174E0"
"AAEL006932","AAEL006932-RA","Aedes aegypti LVP_AGWG","N/A","transcription factor ap-2","Q174D7"
"AAEL006932","AAEL006932-RB","Aedes aegypti LVP_AGWG","N/A","transcription factor ap-2","N/A"
"AAEL006932","AAEL006932-RC","Aedes aegypti LVP_AGWG","N/A","transcription factor ap-2","N/A"
"AAEL006932","AAEL006932-RD","Aedes aegypti LVP_AGWG","N/A","transcription factor ap-2","N/A"
"AAEL006932","AAEL006932-RE","Aedes aegypti LVP_AGWG","N/A","transcription factor ap-2","N/A"
"AAEL006932","AAEL006932-RF","Aedes aegypti LVP_AGWG","N/A","transcription factor ap-2","N/A"
"AAEL006934","AAEL006934-RA","Aedes aegypti LVP_AGWG","Med19","Mediator of RNA polymerase II transcription subunit 19 (Med19)","Q174D3"
"AAEL006934","AAEL006934-RB","Aedes aegypti LVP_AGWG","Med19","Mediator of RNA polymerase II transcription subunit 19 (Med19)","N/A"
"AAEL006936","AAEL006936-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL006936","AAEL006936-RD","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q174A8"
"AAEL006936","AAEL006936-RE","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL006936","AAEL006936-RF","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL006936","AAEL006936-RG","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL006936","AAEL006936-RH","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL006937","AAEL006937-RA","Aedes aegypti LVP_AGWG","N/A","structural maintenance of chromosomes 3 smc3","Q174C2"
"AAEL006938","AAEL006938-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FF62,Q174C9,Q17B71"
"AAEL006944","AAEL006944-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL006944","AAEL006944-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q174A7"
"AAEL006945","AAEL006945-RC","Aedes aegypti LVP_AGWG","N/A","golgi SNAP receptor complex member, putative","Q174C5"
"AAEL006945","AAEL006945-RD","Aedes aegypti LVP_AGWG","N/A","golgi SNAP receptor complex member, putative","Q174C5"
"AAEL006946","AAEL006946-RA","Aedes aegypti LVP_AGWG","N/A","chaperonin","Q174C6"
"AAEL006947","AAEL006947-RA","Aedes aegypti LVP_AGWG","GPRTAK2","GPCR Neurokinin/Tachykinin Family","A0A1S4FFA1,A0A411JKA0,Q174A6"
"AAEL006948","AAEL006948-RB","Aedes aegypti LVP_AGWG","N/A","tomosyn","Q174B3"
"AAEL006948","AAEL006948-RC","Aedes aegypti LVP_AGWG","N/A","tomosyn","N/A"
"AAEL006948","AAEL006948-RD","Aedes aegypti LVP_AGWG","N/A","tomosyn","N/A"
"AAEL006948","AAEL006948-RE","Aedes aegypti LVP_AGWG","N/A","tomosyn","N/A"
"AAEL006948","AAEL006948-RF","Aedes aegypti LVP_AGWG","N/A","tomosyn","N/A"
"AAEL006948","AAEL006948-RG","Aedes aegypti LVP_AGWG","N/A","tomosyn","N/A"
"AAEL006948","AAEL006948-RH","Aedes aegypti LVP_AGWG","N/A","tomosyn","N/A"
"AAEL006948","AAEL006948-RI","Aedes aegypti LVP_AGWG","N/A","tomosyn","N/A"
"AAEL006948","AAEL006948-RJ","Aedes aegypti LVP_AGWG","N/A","tomosyn","N/A"
"AAEL006949","AAEL006949-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FF40,Q174A9"
"AAEL006949","AAEL006949-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL006949","AAEL006949-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL006950","AAEL006950-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q174B4"
"AAEL006951","AAEL006951-RA","Aedes aegypti LVP_AGWG","N/A","protein phosphatase 2c","A0A1S4FF72"
"AAEL006951","AAEL006951-RB","Aedes aegypti LVP_AGWG","N/A","protein phosphatase 2c","A0A1S4FF72"
"AAEL006951","AAEL006951-RC","Aedes aegypti LVP_AGWG","N/A","protein phosphatase 2c","A0A1S4FF72,Q174B2"
"AAEL006953","AAEL006953-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FF13"
"AAEL006955","AAEL006955-RB","Aedes aegypti LVP_AGWG","N/A","cadherin","Q174A5"
"AAEL006955","AAEL006955-RC","Aedes aegypti LVP_AGWG","N/A","cadherin","N/A"
"AAEL006956","AAEL006956-RA","Aedes aegypti LVP_AGWG","N/A","suppressor of ty","A0A1S4FF27,Q174B1"
"AAEL006956","AAEL006956-RB","Aedes aegypti LVP_AGWG","N/A","suppressor of ty","N/A"
"AAEL006957","AAEL006957-RB","Aedes aegypti LVP_AGWG","GPRNNB4","GPCR Orphan/Putative Class B Family","A0A1S4FF80,Q174C1"
"AAEL006958","AAEL006958-RB","Aedes aegypti LVP_AGWG","N/A","Cell adhesion molecule [Source:UniProtKB/TrEMBL;Acc:A0A1S4FFB1]","A0A1S4FFB1,Q174B0"
"AAEL006958","AAEL006958-RC","Aedes aegypti LVP_AGWG","N/A","Cell adhesion molecule [Source:UniProtKB/TrEMBL;Acc:A0A1S4FFB1]","A0A1S4FFB1"
"AAEL006958","AAEL006958-RD","Aedes aegypti LVP_AGWG","N/A","Cell adhesion molecule [Source:UniProtKB/TrEMBL;Acc:A0A1S4FFB1]","N/A"
"AAEL006958","AAEL006958-RE","Aedes aegypti LVP_AGWG","N/A","Cell adhesion molecule [Source:UniProtKB/TrEMBL;Acc:A0A1S4FFB1]","N/A"
"AAEL006961","AAEL006961-RA","Aedes aegypti LVP_AGWG","N/A","lipase","Q173Z7"
"AAEL006961","AAEL006961-RB","Aedes aegypti LVP_AGWG","N/A","lipase","N/A"
"AAEL006961","AAEL006961-RC","Aedes aegypti LVP_AGWG","N/A","lipase","N/A"
"AAEL006962","AAEL006962-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q173Y2,Q173Y3"
"AAEL006963","AAEL006963-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q174A1"
"AAEL006964","AAEL006964-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q173Y7"
"AAEL006965","AAEL006965-RA","Aedes aegypti LVP_AGWG","N/A","NBP2b protein, putative","Q173Z8"
"AAEL006966","AAEL006966-RF","Aedes aegypti LVP_AGWG","N/A","vitellogenin, putative","Q173Z1"
"AAEL006966","AAEL006966-RG","Aedes aegypti LVP_AGWG","N/A","vitellogenin, putative","Q173Z1"
"AAEL006966","AAEL006966-RH","Aedes aegypti LVP_AGWG","N/A","vitellogenin, putative","N/A"
"AAEL006966","AAEL006966-RI","Aedes aegypti LVP_AGWG","N/A","vitellogenin, putative","N/A"
"AAEL006966","AAEL006966-RJ","Aedes aegypti LVP_AGWG","N/A","vitellogenin, putative","A0A1S4FFC1,J9HSR1,Q173Z1"
"AAEL006966","AAEL006966-RK","Aedes aegypti LVP_AGWG","N/A","vitellogenin, putative","Q173Z2"
"AAEL006968","AAEL006968-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q173Y5"
"AAEL006969","AAEL006969-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q173Y6"
"AAEL006970","AAEL006970-RA","Aedes aegypti LVP_AGWG","N/A","lipase","A0A1S4FFC6,Q173Z3"
"AAEL006970","AAEL006970-RB","Aedes aegypti LVP_AGWG","N/A","lipase","N/A"
"AAEL006971","AAEL006971-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q173Y4"
"AAEL006972","AAEL006972-RA","Aedes aegypti LVP_AGWG","N/A","hepatocellular carcinoma-associated antigen","Q174A0"
"AAEL006973","AAEL006973-RA","Aedes aegypti LVP_AGWG","N/A","ubiquitin conjugating enzyme 7 interacting protein","Q174A3"
"AAEL006973","AAEL006973-RB","Aedes aegypti LVP_AGWG","N/A","ubiquitin conjugating enzyme 7 interacting protein","Q174A3"
"AAEL006973","AAEL006973-RC","Aedes aegypti LVP_AGWG","N/A","ubiquitin conjugating enzyme 7 interacting protein","Q174A3"
"AAEL006975","AAEL006975-RB","Aedes aegypti LVP_AGWG","N/A","leucine aminopeptidase","Q173Y1"
"AAEL006976","AAEL006976-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q174A4"
"AAEL006977","AAEL006977-RA","Aedes aegypti LVP_AGWG","N/A","serine/threonine protein phosphatase 2a regulatory subunit a","Q173Y9"
"AAEL006978","AAEL006978-RA","Aedes aegypti LVP_AGWG","N/A","protein-glutamine gamma-glutamyltransferase","Q173Z9"
"AAEL006978","AAEL006978-RB","Aedes aegypti LVP_AGWG","N/A","protein-glutamine gamma-glutamyltransferase","Q173Z9"
"AAEL006978","AAEL006978-RC","Aedes aegypti LVP_AGWG","N/A","protein-glutamine gamma-glutamyltransferase","Q173Z9"
"AAEL006978","AAEL006978-RD","Aedes aegypti LVP_AGWG","N/A","protein-glutamine gamma-glutamyltransferase","Q173Z9"
"AAEL006978","AAEL006978-RE","Aedes aegypti LVP_AGWG","N/A","protein-glutamine gamma-glutamyltransferase","Q173Z9"
"AAEL006978","AAEL006978-RF","Aedes aegypti LVP_AGWG","N/A","protein-glutamine gamma-glutamyltransferase","Q173Z9"
"AAEL006978","AAEL006978-RG","Aedes aegypti LVP_AGWG","N/A","protein-glutamine gamma-glutamyltransferase","Q173Z9"
"AAEL006978","AAEL006978-RH","Aedes aegypti LVP_AGWG","N/A","protein-glutamine gamma-glutamyltransferase","Q173Z9"
"AAEL006978","AAEL006978-RI","Aedes aegypti LVP_AGWG","N/A","protein-glutamine gamma-glutamyltransferase","N/A"
"AAEL006980","AAEL006980-RA","Aedes aegypti LVP_AGWG","N/A","lipase","A0A1S4FFD6,Q173Z4"
"AAEL006980","AAEL006980-RB","Aedes aegypti LVP_AGWG","N/A","lipase","Q8ITU8"
"AAEL006980","AAEL006980-RC","Aedes aegypti LVP_AGWG","N/A","lipase","N/A"
"AAEL006980","AAEL006980-RD","Aedes aegypti LVP_AGWG","N/A","lipase","N/A"
"AAEL006982","AAEL006982-RA","Aedes aegypti LVP_AGWG","N/A","lipase","Q173Z6"
"AAEL006982","AAEL006982-RB","Aedes aegypti LVP_AGWG","N/A","lipase","N/A"
"AAEL006982","AAEL006982-RC","Aedes aegypti LVP_AGWG","N/A","lipase","Q173Z6"
"AAEL006982","AAEL006982-RD","Aedes aegypti LVP_AGWG","N/A","lipase","Q173Z6"
"AAEL006982","AAEL006982-RE","Aedes aegypti LVP_AGWG","N/A","lipase","Q173Z6"
"AAEL006982","AAEL006982-RF","Aedes aegypti LVP_AGWG","N/A","lipase","Q173Z6"
"AAEL006982","AAEL006982-RG","Aedes aegypti LVP_AGWG","N/A","lipase","Q173Z6"
"AAEL006982","AAEL006982-RH","Aedes aegypti LVP_AGWG","N/A","lipase","Q173Z6"
"AAEL006982","AAEL006982-RI","Aedes aegypti LVP_AGWG","N/A","lipase","Q173Z6"
"AAEL006982","AAEL006982-RJ","Aedes aegypti LVP_AGWG","N/A","lipase","Q173Z6"
"AAEL006982","AAEL006982-RK","Aedes aegypti LVP_AGWG","N/A","lipase","Q173Z6"
"AAEL006982","AAEL006982-RL","Aedes aegypti LVP_AGWG","N/A","lipase","Q173Z6"
"AAEL006982","AAEL006982-RM","Aedes aegypti LVP_AGWG","N/A","lipase","N/A"
"AAEL006983","AAEL006983-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FF53,Q173Y8"
"AAEL006984","AAEL006984-RB","Aedes aegypti LVP_AGWG","CYP6AG5","cytochrome P450","Q173V6"
"AAEL006985","AAEL006985-RA","Aedes aegypti LVP_AGWG","N/A","dopachrome-conversion enzyme (DCE), putative","A0A1S4FFE1,Q173X2"
"AAEL006987","AAEL006987-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FF82,Q173X4"
"AAEL006987","AAEL006987-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL006988","AAEL006988-RA","Aedes aegypti LVP_AGWG","N/A","Transcription initiation factor TFIID subunit 6 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FF60]","A0A1S4FF60"
"AAEL006988","AAEL006988-RB","Aedes aegypti LVP_AGWG","N/A","Transcription initiation factor TFIID subunit 6 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FF60]","Q173U6"
"AAEL006988","AAEL006988-RC","Aedes aegypti LVP_AGWG","N/A","Transcription initiation factor TFIID subunit 6 [Source:UniProtKB/TrEMBL;Acc:A0A1S4FF60]","N/A"
"AAEL006989","AAEL006989-RA","Aedes aegypti LVP_AGWG","CYP6AG7","cytochrome P450","Q173V4"
"AAEL006990","AAEL006990-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL006990","AAEL006990-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FFE6,Q173X3"
"AAEL006991","AAEL006991-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q173X1"
"AAEL006992","AAEL006992-RA","Aedes aegypti LVP_AGWG","CYP6AG6","cytochrome P450","Q173V5"
"AAEL006993","AAEL006993-RC","Aedes aegypti LVP_AGWG","N/A","synapse-associated protein","Q173T5,Q173T6"
"AAEL006993","AAEL006993-RD","Aedes aegypti LVP_AGWG","N/A","synapse-associated protein","N/A"
"AAEL006993","AAEL006993-RE","Aedes aegypti LVP_AGWG","N/A","synapse-associated protein","N/A"
"AAEL006993","AAEL006993-RF","Aedes aegypti LVP_AGWG","N/A","synapse-associated protein","N/A"
"AAEL006993","AAEL006993-RG","Aedes aegypti LVP_AGWG","N/A","synapse-associated protein","N/A"
"AAEL006993","AAEL006993-RH","Aedes aegypti LVP_AGWG","N/A","synapse-associated protein","N/A"
"AAEL006993","AAEL006993-RI","Aedes aegypti LVP_AGWG","N/A","synapse-associated protein","N/A"
"AAEL006993","AAEL006993-RJ","Aedes aegypti LVP_AGWG","N/A","synapse-associated protein","N/A"
"AAEL006993","AAEL006993-RK","Aedes aegypti LVP_AGWG","N/A","synapse-associated protein","N/A"
"AAEL006993","AAEL006993-RL","Aedes aegypti LVP_AGWG","N/A","synapse-associated protein","Q173T4"
"AAEL006993","AAEL006993-RM","Aedes aegypti LVP_AGWG","N/A","synapse-associated protein","N/A"
"AAEL006993","AAEL006993-RN","Aedes aegypti LVP_AGWG","N/A","synapse-associated protein","N/A"
"AAEL006995","AAEL006995-RA","Aedes aegypti LVP_AGWG","N/A","sodium/solute symporter","Q173V8"
"AAEL006995","AAEL006995-RB","Aedes aegypti LVP_AGWG","N/A","sodium/solute symporter","Q173V8"
"AAEL006995","AAEL006995-RC","Aedes aegypti LVP_AGWG","N/A","sodium/solute symporter","Q173V9"
"AAEL006998","AAEL006998-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FFF6,Q173X8"
"AAEL006998","AAEL006998-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL006999","AAEL006999-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q173W5,Q1DGQ1"
"AAEL007001","AAEL007001-RA","Aedes aegypti LVP_AGWG","N/A","mitochondrial import receptor subunit tom40","Q173U9"
"AAEL007002","AAEL007002-RA","Aedes aegypti LVP_AGWG","N/A","calsenilin","Q173U3"
"AAEL007002","AAEL007002-RB","Aedes aegypti LVP_AGWG","N/A","calsenilin","N/A"
"AAEL007002","AAEL007002-RC","Aedes aegypti LVP_AGWG","N/A","calsenilin","N/A"
"AAEL007002","AAEL007002-RD","Aedes aegypti LVP_AGWG","N/A","calsenilin","Q173U3"
"AAEL007004","AAEL007004-RB","Aedes aegypti LVP_AGWG","GPRBOS1","GPCR Bride of Sevenless Family","N/A"
"AAEL007004","AAEL007004-RC","Aedes aegypti LVP_AGWG","GPRBOS1","GPCR Bride of Sevenless Family","N/A"
"AAEL007004","AAEL007004-RD","Aedes aegypti LVP_AGWG","GPRBOS1","GPCR Bride of Sevenless Family","N/A"
"AAEL007004","AAEL007004-RE","Aedes aegypti LVP_AGWG","GPRBOS1","GPCR Bride of Sevenless Family","N/A"
"AAEL007004","AAEL007004-RF","Aedes aegypti LVP_AGWG","GPRBOS1","GPCR Bride of Sevenless Family","Q173V0"
"AAEL007004","AAEL007004-RG","Aedes aegypti LVP_AGWG","GPRBOS1","GPCR Bride of Sevenless Family","N/A"
"AAEL007004","AAEL007004-RH","Aedes aegypti LVP_AGWG","GPRBOS1","GPCR Bride of Sevenless Family","N/A"
"AAEL007004","AAEL007004-RI","Aedes aegypti LVP_AGWG","GPRBOS1","GPCR Bride of Sevenless Family","N/A"
"AAEL007005","AAEL007005-RA","Aedes aegypti LVP_AGWG","N/A","Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]","Q173V2"
"AAEL007006","AAEL007006-RA","Aedes aegypti LVP_AGWG","CLIPA17","Clip-Domain Serine Protease  family A.","Q173W0"
"AAEL007007","AAEL007007-RA","Aedes aegypti LVP_AGWG","N/A","DNA replication licensing factor MCM2","A0A1S4FFD5,Q173T8"
"AAEL007009","AAEL007009-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q173U5"
"AAEL007010","AAEL007010-RA","Aedes aegypti LVP_AGWG","CYP6AG4","cytochrome P450","A0A1S4FF81"
"AAEL007011","AAEL007011-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q173U4"
"AAEL007013","AAEL007013-RA","Aedes aegypti LVP_AGWG","N/A","RNA-binding protein precursor, putative","A0A1S4FF78"
"AAEL007015","AAEL007015-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q173W9"
"AAEL007015","AAEL007015-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q173W9"
"AAEL007015","AAEL007015-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q173W9"
"AAEL007015","AAEL007015-RD","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q173W9"
"AAEL007015","AAEL007015-RE","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q173W9"
"AAEL007015","AAEL007015-RF","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A0P6JSP6,Q173W8,Q173W9"
"AAEL007015","AAEL007015-RG","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q173W9"
"AAEL007015","AAEL007015-RH","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q173W9"
"AAEL007015","AAEL007015-RI","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q173W9"
"AAEL007015","AAEL007015-RJ","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q173W9"
"AAEL007015","AAEL007015-RK","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q173W9"
"AAEL007015","AAEL007015-RL","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q173W9"
"AAEL007015","AAEL007015-RM","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q173W9"
"AAEL007015","AAEL007015-RN","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q173W9"
"AAEL007015","AAEL007015-RO","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q173W9"
"AAEL007015","AAEL007015-RP","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q173W9"
"AAEL007016","AAEL007016-RA","Aedes aegypti LVP_AGWG","N/A","sodium/solute symporter","Q173V7"
"AAEL007017","AAEL007017-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q173X7"
"AAEL007018","AAEL007018-RA","Aedes aegypti LVP_AGWG","N/A","udp-glucose 4-epimerase","Q173X0"
"AAEL007018","AAEL007018-RB","Aedes aegypti LVP_AGWG","N/A","udp-glucose 4-epimerase","Q173X0"
"AAEL007019","AAEL007019-RA","Aedes aegypti LVP_AGWG","N/A","Phosphate transporter [Source:UniProtKB/TrEMBL;Acc:Q173U8]","Q173U8"
"AAEL007019","AAEL007019-RB","Aedes aegypti LVP_AGWG","N/A","Phosphate transporter [Source:UniProtKB/TrEMBL;Acc:Q173U8]","Q173U8"
"AAEL007022","AAEL007022-RA","Aedes aegypti LVP_AGWG","N/A","tfiia large subunit","A0A0P6K0R0,Q173T9"
"AAEL007023","AAEL007023-RA","Aedes aegypti LVP_AGWG","N/A","estradiol 17 beta-dehydrogenase","Q173X5"
"AAEL007023","AAEL007023-RB","Aedes aegypti LVP_AGWG","N/A","estradiol 17 beta-dehydrogenase","Q173X5"
"AAEL007023","AAEL007023-RC","Aedes aegypti LVP_AGWG","N/A","estradiol 17 beta-dehydrogenase","N/A"
"AAEL007023","AAEL007023-RD","Aedes aegypti LVP_AGWG","N/A","estradiol 17 beta-dehydrogenase","N/A"
"AAEL007024","AAEL007024-RA","Aedes aegypti LVP_AGWG","CYP6AG3","cytochrome P450","Q173V3,Q9GQ91"
"AAEL007026","AAEL007026-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q1HQE7"
"AAEL007026","AAEL007026-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL007026","AAEL007026-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL007029","AAEL007029-RA","Aedes aegypti LVP_AGWG","N/A","tropomodulin","A0A1S4FFA2"
"AAEL007029","AAEL007029-RB","Aedes aegypti LVP_AGWG","N/A","tropomodulin","A0A1S4FFG0"
"AAEL007029","AAEL007029-RC","Aedes aegypti LVP_AGWG","N/A","tropomodulin","A0A1S4FFG0"
"AAEL007029","AAEL007029-RD","Aedes aegypti LVP_AGWG","N/A","tropomodulin","A0A1S4FFG0"
"AAEL007029","AAEL007029-RE","Aedes aegypti LVP_AGWG","N/A","tropomodulin","A0A1S4FFG0"
"AAEL007029","AAEL007029-RF","Aedes aegypti LVP_AGWG","N/A","tropomodulin","A0A1S4FFG0"
"AAEL007029","AAEL007029-RG","Aedes aegypti LVP_AGWG","N/A","tropomodulin","N/A"
"AAEL007029","AAEL007029-RH","Aedes aegypti LVP_AGWG","N/A","tropomodulin","N/A"
"AAEL007029","AAEL007029-RI","Aedes aegypti LVP_AGWG","N/A","tropomodulin","N/A"
"AAEL007029","AAEL007029-RJ","Aedes aegypti LVP_AGWG","N/A","tropomodulin","Q173S7"
"AAEL007029","AAEL007029-RK","Aedes aegypti LVP_AGWG","N/A","tropomodulin","N/A"
"AAEL007029","AAEL007029-RL","Aedes aegypti LVP_AGWG","N/A","tropomodulin","N/A"
"AAEL007029","AAEL007029-RM","Aedes aegypti LVP_AGWG","N/A","tropomodulin","N/A"
"AAEL007029","AAEL007029-RN","Aedes aegypti LVP_AGWG","N/A","tropomodulin","N/A"
"AAEL007029","AAEL007029-RO","Aedes aegypti LVP_AGWG","N/A","tropomodulin","Q173S8"
"AAEL007030","AAEL007030-RA","Aedes aegypti LVP_AGWG","N/A","ceramidase","A0A1S4FFJ2,Q173S2"
"AAEL007030","AAEL007030-RB","Aedes aegypti LVP_AGWG","N/A","ceramidase","A0A1S4FFJ2"
"AAEL007030","AAEL007030-RC","Aedes aegypti LVP_AGWG","N/A","ceramidase","A0A1S4FFJ2"
"AAEL007030","AAEL007030-RD","Aedes aegypti LVP_AGWG","N/A","ceramidase","A0A1S4FFJ2"
"AAEL007033","AAEL007033-RA","Aedes aegypti LVP_AGWG","N/A","pyrroline-5-carboxylate reductase","A0A1S4FFD3,Q173T1,Q2KQA0"
"AAEL007034","AAEL007034-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q173S6"
"AAEL007038","AAEL007038-RB","Aedes aegypti LVP_AGWG","N/A","prolyl 4-hydroxylase alpha subunit 1","A0A1S4FFJ7,Q173S4,Q1DH25"
"AAEL007039","AAEL007039-RB","Aedes aegypti LVP_AGWG","N/A","peptidoglycan recognition protein (short)","N/A"
"AAEL007040","AAEL007040-RA","Aedes aegypti LVP_AGWG","N/A","lozenge","A0A1S4FFD8"
"AAEL007040","AAEL007040-RB","Aedes aegypti LVP_AGWG","N/A","lozenge","A0A1S4FFD8,B6S2Q5"
"AAEL007040","AAEL007040-RC","Aedes aegypti LVP_AGWG","N/A","lozenge","Q173S1"
"AAEL007041","AAEL007041-RB","Aedes aegypti LVP_AGWG","N/A","low-density lipoprotein receptor (ldl)","Q173P8"
"AAEL007042","AAEL007042-RC","Aedes aegypti LVP_AGWG","N/A","far upstream (fuse) binding protein","Q173N8,Q173N9"
"AAEL007042","AAEL007042-RD","Aedes aegypti LVP_AGWG","N/A","far upstream (fuse) binding protein","N/A"
"AAEL007042","AAEL007042-RE","Aedes aegypti LVP_AGWG","N/A","far upstream (fuse) binding protein","N/A"
"AAEL007042","AAEL007042-RF","Aedes aegypti LVP_AGWG","N/A","far upstream (fuse) binding protein","N/A"
"AAEL007043","AAEL007043-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q173N5"
"AAEL007043","AAEL007043-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FFE3"
"AAEL007044","AAEL007044-RA","Aedes aegypti LVP_AGWG","N/A","Lipase [Source:UniProtKB/TrEMBL;Acc:A0A1S4FFB7]","A0A1S4FFB7,Q173Q0"
"AAEL007045","AAEL007045-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q173P3"
"AAEL007046","AAEL007046-RA","Aedes aegypti LVP_AGWG","N/A","mitochondrial brown fat uncoupling protein","Q173R2"
"AAEL007048","AAEL007048-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FFE7,Q173P4,Q173P5"
"AAEL007049","AAEL007049-RA","Aedes aegypti LVP_AGWG","N/A","proteasome subunit beta type","Q173N6"
"AAEL007050","AAEL007050-RA","Aedes aegypti LVP_AGWG","N/A","sugar transporter","Q173Q9"
"AAEL007051","AAEL007051-RA","Aedes aegypti LVP_AGWG","N/A","lipase","A0A1S4FFL3,Q173Q5"
"AAEL007052","AAEL007052-RB","Aedes aegypti LVP_AGWG","N/A","lipase","A0A1S4FFB9,Q173Q6"
"AAEL007053","AAEL007053-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FFC7,Q173R6,Q173R7"
"AAEL007053","AAEL007053-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4FFC7"
"AAEL007054","AAEL007054-RA","Aedes aegypti LVP_AGWG","N/A","NADH dehydrogenase, putative","Q173P6"
