"uniprot_id","species","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_labels_network","annotation_stringdb","protein_name_uniprot","cc_function_uniprot","go_p_uniprot","go_f_uniprot","description_eggnog","preferred_name_eggnog","pfams_eggnog","interpro_description_ips","signature_description_ips","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"Q17EP7","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL003731","Nuclear body associated kinase, putative.","non-specific serine/threonine protein kinase",NA,NA,"ATP binding; protein serine/threonine kinase activity; protein tyrosine kinase activity","Nuclear body associated kinase","HIPK1","Pkinase","Protein kinase domain","Protein kinase domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17ET2","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL003688","AAEL003688-PA.",NA,NA,NA,NA,"DUF4210","FAM214A","Chromosome_seg,DUF4210","Atos-like, conserved domain","Domain of unknown function (DUF4210)","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17F60","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL003560","POU domain protein.","POU domain protein",NA,"brain development; cell development; generation of neurons; positive regulation of transcription by RNA polymerase II","DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding","POU domain",NA,"Homeobox,Pou","POU-specific domain","Pou domain - N-terminal to homeobox domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17FE8","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL003407","AAEL003407-PA.",NA,NA,NA,"mRNA 3'-UTR binding","RNA recognition motif",NA,"RRM_1","RNA recognition motif domain","RNA recognition motif","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17FE9","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL003414","AAEL003414-PA.",NA,NA,NA,NA,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",NA,"RRM_1",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17FH2","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL003420","AAEL003420-PA.",NA,NA,NA,NA,"Uncharacterised conserved protein (DUF2369)","NDNF","DUF2369","Neuron-derived neurotrophic factor, first Fn(III) domain","Neuron-derived neurotrophic factor, first Fn(III) domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17FK6","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL003375","AAEL003375-PA.",NA,NA,"cell division; negative regulation of BMP signaling pathway",NA,"Senescence-associated protein","SPG20","Inp1,Senescence","Senescence/spartin-associated, C-terminal","Senescence domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17FK7","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL003381","AAEL003381-PA.",NA,NA,NA,NA,"Senescence-associated protein","SPG20","Inp1,Senescence",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17FQ2","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL003357","AAEL003357-PA.",NA,NA,"endocytic recycling; endocytosis","guanyl-nucleotide exchange factor activity; phosphatidylinositol phosphate binding","dDENN domain","DENND1A","DENN,dDENN,uDENN","uDENN domain","uDENN domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17G33","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL003208","Tubby, putative; Belongs to the TUB family.",NA,NA,NA,NA,"Belongs to the TUB family","TULP4","ANAPC4_WD40,SOCS_box,Tub","Tubby, C-terminal","Tub family","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17GH6","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL003014","AAEL003014-PA.",NA,NA,"regulation of transcription by RNA polymerase II","DNA-binding transcription factor activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding; zinc ion binding","c-clamp","SLC2A4RG",NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17GN3","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL002928","AAEL002928-PA.",NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II transcription regulatory region sequence-specific DNA binding; zinc ion binding","zinc finger",NA,"zf-C2H2","Zinc finger C2H2-type","Zinc finger, C2H2 type","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17GU4","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL002896","AAEL002896-PA.",NA,NA,NA,"N-methyltransferase activity; protein methyltransferase activity; S-adenosylmethionine-dependent methyltransferase activity; zinc ion binding","SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain",NA,"Mito_carr,zf-C2H2","SET domain","PR domain zinc finger protein 2, PR domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17ID1","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL002369","AAEL002369-PA.",NA,NA,"regulation of DNA-templated transcription",NA,"ENT","C11orf30","ENT","ENT domain","ENT domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17JX3","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL001901","AAEL001901-PA.","small monomeric GTPase",NA,NA,"GTP binding; GTPase activity","Ras family",NA,"Ras","Small GTPase","Ras family","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17KB4","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL001738","AAEL001738-PA.","small monomeric GTPase",NA,NA,"GTP binding; GTPase activity","Ras family",NA,"Ras","Small GTPase","Ras family","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17KU9","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL001571","AAEL001571-PA.",NA,NA,NA,"calcium channel regulator activity; GTP binding; GTPase activity","Signal recognition particle receptor beta subunit","REM1","Ras","Small GTPase","Ras family","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17MT2","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL000857","AAEL000857-PA.",NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II transcription regulatory region sequence-specific DNA binding; zinc ion binding","Zinc-finger associated domain (zf-AD)",NA,"zf-AD,zf-C2H2,zf-C2H2_6","Zinc finger, AD-type","Zinc-finger associated domain (zf-AD)","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17NP6","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL000597","AAEL000597-PA; Cadherins are calcium-dependent cell adhesion proteins.",NA,"Cadherins are calcium-dependent cell adhesion proteins","animal organ morphogenesis; cell migration; establishment of planar polarity; establishment or maintenance of cell polarity; homophilic cell adhesion via plasma membrane adhesion molecules; neuron projection development","beta-catenin binding; cadherin binding; calcium ion binding","Cadherins are calcium-dependent cell adhesion proteins","hmr-1","Cadherin,Cadherin_C,EGF,Laminin_G_2,hEGF","DE-cadherin-like, Ig-like domain","DE-cadherin, Ig-like domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17NS1","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL000623","AAEL000623-PA.",NA,NA,"gliogenesis","DNA-binding transcription activator activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding","GCM motif protein","gcm","GCM","Transcription regulator GCM domain","GCM motif protein","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q1DGD9","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL015672","AAEL015672-PA.","Novel acetylcholine receptor chaperone",NA,"chaperone-mediated protein complex assembly; positive regulation of protein localization to cell surface",NA,"DoxX-like family","TMEM35","DoxX_2",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q1DGJ8","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL015603","Ceramide kinase.",NA,NA,"ceramide metabolic process","ceramide kinase activity","Ceramide kinase","CERK","DAGK_cat","Diacylglycerol kinase, catalytic domain","Diacylglycerol kinase catalytic domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q1HR82","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL013359","DEAD box ATP-dependent RNA helicase; Belongs to the DEAD box helicase family.","Eukaryotic initiation factor 4A",NA,"regulation of gene expression","ATP binding; hydrolase activity; nucleic acid binding; RNA helicase activity; translation initiation factor activity","Belongs to the DEAD box helicase family","EIF4A2","DEAD,Helicase_C","DEAD/DEAH-box helicase domain","DEAD/DEAH box helicase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"J9HZV2","Aedes aegypti","GO:0003730","mRNA 3-UTR binding",8,47,1.21,0.93,2e-04,"J9HZV2_AEDAE","AAEL017168-PA.",NA,NA,"nervous system development; regulation of alternative mRNA splicing, via spliceosome","mRNA binding","nucleotide binding","RBFOX2","Fox-1_C,RRM_1","RNA recognition motif domain","RNA recognition motif","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16PQ3","Aedes aegypti","GO:0003730","mRNA 3-UTR binding",8,47,1.21,0.93,2e-04,"AAEL011576","AAEL011576-PA.",NA,NA,NA,"mRNA 3'-UTR binding; ribonucleoprotein complex binding; selenocysteine insertion sequence binding","Ribosomal protein L7Ae/L30e/S12e/Gadd45 family","SECISBP2L","Ribosomal_L7Ae","Ribosomal protein eL8/eL30/eS12/Gadd45","Ribosomal protein L7Ae/L30e/S12e/Gadd45 family","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16ZQ0","Aedes aegypti","GO:0003730","mRNA 3-UTR binding",8,47,1.21,0.93,2e-04,"AAEL008122","AAEL008122-PA.",NA,NA,NA,NA,"Ribosomal protein L7Ae/L30e/S12e/Gadd45 family","SECISBP2L","Ribosomal_L7Ae",NA,NA,"GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q175T7","Aedes aegypti","GO:0003730","mRNA 3-UTR binding",8,47,1.21,0.93,2e-04,"AAEL006555","AAEL006555-PA.",NA,NA,"nervous system development; regulation of alternative mRNA splicing, via spliceosome","mRNA binding","nucleotide binding","RBFOX2","Fox-1_C,RRM_1",NA,NA,"GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17BL6","Aedes aegypti","GO:0003730","mRNA 3-UTR binding",8,47,1.21,0.93,2e-04,"AAEL004918","AAEL004918-PA.","B box-type domain-containing protein",NA,NA,"mRNA 3'-UTR binding; zinc ion binding","B-Box-type zinc finger","brat","NHL,zf-B_box,zf-C3HC4,zf-RING_UBOX","NHL repeat","NHL repeat","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17DB8","Aedes aegypti","GO:0003730","mRNA 3-UTR binding",8,47,1.21,0.93,2e-04,"AAEL004259","RNA-binding protein lin-28.",NA,NA,"pre-miRNA processing","mRNA binding; zinc ion binding","Cold shock protein domain","LIN28A","CSD,zf-CCHC","Lin-28A-like, second zinc knuckle","Lin-28A-like, second zinc knuckle","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17FE8","Aedes aegypti","GO:0003730","mRNA 3-UTR binding",8,47,1.21,0.93,2e-04,"AAEL003407","AAEL003407-PA.",NA,NA,NA,"mRNA 3'-UTR binding","RNA recognition motif",NA,"RRM_1","RNA recognition motif domain","RNA recognition motif","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17FE9","Aedes aegypti","GO:0003730","mRNA 3-UTR binding",8,47,1.21,0.93,2e-04,"AAEL003414","AAEL003414-PA.",NA,NA,NA,NA,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",NA,"RRM_1",NA,NA,"GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"J9HTV7","Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"AAEL801114","AAEL017419-PA.","CCHC-type domain-containing protein",NA,NA,"nucleic acid binding; zinc ion binding","Zinc knuckle","CNBP","zf-CCHC,zf-CCHC_4","Zinc finger, CCHC-type","Zinc knuckle","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"J9HZV2","Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"J9HZV2_AEDAE","AAEL017168-PA.",NA,NA,"nervous system development; regulation of alternative mRNA splicing, via spliceosome","mRNA binding","nucleotide binding","RBFOX2","Fox-1_C,RRM_1","RNA recognition motif domain","RNA recognition motif","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q0IEC2","Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"AAEL011420","AAEL011420-PA.",NA,NA,"mRNA processing; RNA splicing","RNA binding","RNA recognition motif","ESRP2","RRM_1",NA,NA,"GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q0IFQ3","Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"AAEL004167","AAEL004167-PA.","Branchpoint-bridging protein","Necessary for the ATP-dependent first step of spliceosome assembly. Binds to the intron branch point sequence (BPS) 5'-UACUAAC-3' of the pre-mRNA. May act as transcription repressor","mRNA splicing, via spliceosome; regulation of mRNA splicing, via spliceosome","mRNA binding; pre-mRNA branch point binding; zinc ion binding","Splicing factor 1 helix-hairpin domain","SF1","KH_1,SF1-HH,zf-CCHC","Zinc finger, CCHC-type","Zinc knuckle","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16HG5","Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"AAEL014033","AAEL014033-PA.",NA,NA,NA,"RNA binding","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","CELF3","RRM_1","RNA recognition motif domain","RNA recognition motif","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16PQ3","Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"AAEL011576","AAEL011576-PA.",NA,NA,NA,"mRNA 3'-UTR binding; ribonucleoprotein complex binding; selenocysteine insertion sequence binding","Ribosomal protein L7Ae/L30e/S12e/Gadd45 family","SECISBP2L","Ribosomal_L7Ae","Ribosomal protein eL8/eL30/eS12/Gadd45","Ribosomal protein L7Ae/L30e/S12e/Gadd45 family","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16ZQ0","Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"AAEL008122","AAEL008122-PA.",NA,NA,NA,NA,"Ribosomal protein L7Ae/L30e/S12e/Gadd45 family","SECISBP2L","Ribosomal_L7Ae",NA,NA,"GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q175T7","Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"AAEL006555","AAEL006555-PA.",NA,NA,"nervous system development; regulation of alternative mRNA splicing, via spliceosome","mRNA binding","nucleotide binding","RBFOX2","Fox-1_C,RRM_1",NA,NA,"GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17BL6","Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"AAEL004918","AAEL004918-PA.","B box-type domain-containing protein",NA,NA,"mRNA 3'-UTR binding; zinc ion binding","B-Box-type zinc finger","brat","NHL,zf-B_box,zf-C3HC4,zf-RING_UBOX","NHL repeat","NHL repeat","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17DB8","Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"AAEL004259","RNA-binding protein lin-28.",NA,NA,"pre-miRNA processing","mRNA binding; zinc ion binding","Cold shock protein domain","LIN28A","CSD,zf-CCHC","Lin-28A-like, second zinc knuckle","Lin-28A-like, second zinc knuckle","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17E15","Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"AAEL003979","Deadenylation factor EDEN-BP, putative.",NA,NA,NA,"mRNA binding","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","CELF3","RRM_1","RNA recognition motif domain","RNA recognition motif","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17FE8","Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"AAEL003407","AAEL003407-PA.",NA,NA,NA,"mRNA 3'-UTR binding","RNA recognition motif",NA,"RRM_1","RNA recognition motif domain","RNA recognition motif","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17FE9","Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"AAEL003414","AAEL003414-PA.",NA,NA,NA,NA,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",NA,"RRM_1",NA,NA,"GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16HZ7","Aedes aegypti","GO:0046834","Lipid phosphorylation",5,14,1.53,0.75,0.0018,"AAEL013847","Diacylglycerol kinase, zeta, iota.",NA,NA,"phospholipase C-activating G protein-coupled receptor signaling pathway","ATP binding; ATP-dependent diacylglycerol kinase activity","Diacylglycerol kinase","DGKI","Ank_2,Ank_4,C1_1,DAGK_acc,DAGK_cat","Diacylglycerol kinase, accessory domain","Diacylglycerol kinase accessory domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16HZ8","Aedes aegypti","GO:0046834","Lipid phosphorylation",5,14,1.53,0.75,0.0018,"AAEL013849","Diacylglycerol kinase, zeta, iota.",NA,NA,"phospholipase C-activating G protein-coupled receptor signaling pathway","ATP binding; ATP-dependent diacylglycerol kinase activity","Diacylglycerol kinase","DGKI","Ank_2,Ank_4,C1_1,DAGK_acc,DAGK_cat","Diacylglycerol kinase iota-like domain","Diacylglycerol kinase iota-like domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16PA7","Aedes aegypti","GO:0046834","Lipid phosphorylation",5,14,1.53,0.75,0.0018,"AAEL011709","Diacylglycerol kinase.","Diacylglycerol kinase",NA,"phospholipase C-activating G protein-coupled receptor signaling pathway","ATP binding; ATP-dependent diacylglycerol kinase activity; metal ion binding","Diacylglycerol kinase","DGKE","C1_1,DAGK_acc,DAGK_cat","Diacylglycerol kinase, catalytic domain","Diacylglycerol kinase catalytic domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17CH0","Aedes aegypti","GO:0046834","Lipid phosphorylation",5,14,1.53,0.75,0.0018,"AAEL004542","AAEL004542-PA.",NA,NA,"ceramide metabolic process","ceramide kinase activity","Ceramide kinase","CERK","DAGK_cat","Diacylglycerol kinase, catalytic domain","Diacylglycerol kinase catalytic domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q1DGJ8","Aedes aegypti","GO:0046834","Lipid phosphorylation",5,14,1.53,0.75,0.0018,"AAEL015603","Ceramide kinase.",NA,NA,"ceramide metabolic process","ceramide kinase activity","Ceramide kinase","CERK","DAGK_cat","Diacylglycerol kinase, catalytic domain","Diacylglycerol kinase catalytic domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16HZ7","Aedes aegypti","IPR016064","NAD kinase/diacylglycerol kinase-like domain superfamily",5,12,1.59,0.7,0.0028,"AAEL013847","Diacylglycerol kinase, zeta, iota.",NA,NA,"phospholipase C-activating G protein-coupled receptor signaling pathway","ATP binding; ATP-dependent diacylglycerol kinase activity","Diacylglycerol kinase","DGKI","Ank_2,Ank_4,C1_1,DAGK_acc,DAGK_cat","Diacylglycerol kinase, accessory domain","Diacylglycerol kinase accessory domain","InterPro",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16HZ8","Aedes aegypti","IPR016064","NAD kinase/diacylglycerol kinase-like domain superfamily",5,12,1.59,0.7,0.0028,"AAEL013849","Diacylglycerol kinase, zeta, iota.",NA,NA,"phospholipase C-activating G protein-coupled receptor signaling pathway","ATP binding; ATP-dependent diacylglycerol kinase activity","Diacylglycerol kinase","DGKI","Ank_2,Ank_4,C1_1,DAGK_acc,DAGK_cat","Diacylglycerol kinase iota-like domain","Diacylglycerol kinase iota-like domain","InterPro",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16PA7","Aedes aegypti","IPR016064","NAD kinase/diacylglycerol kinase-like domain superfamily",5,12,1.59,0.7,0.0028,"AAEL011709","Diacylglycerol kinase.","Diacylglycerol kinase",NA,"phospholipase C-activating G protein-coupled receptor signaling pathway","ATP binding; ATP-dependent diacylglycerol kinase activity; metal ion binding","Diacylglycerol kinase","DGKE","C1_1,DAGK_acc,DAGK_cat","Diacylglycerol kinase, catalytic domain","Diacylglycerol kinase catalytic domain","InterPro",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17CH0","Aedes aegypti","IPR016064","NAD kinase/diacylglycerol kinase-like domain superfamily",5,12,1.59,0.7,0.0028,"AAEL004542","AAEL004542-PA.",NA,NA,"ceramide metabolic process","ceramide kinase activity","Ceramide kinase","CERK","DAGK_cat","Diacylglycerol kinase, catalytic domain","Diacylglycerol kinase catalytic domain","InterPro",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q1DGJ8","Aedes aegypti","IPR016064","NAD kinase/diacylglycerol kinase-like domain superfamily",5,12,1.59,0.7,0.0028,"AAEL015603","Ceramide kinase.",NA,NA,"ceramide metabolic process","ceramide kinase activity","Ceramide kinase","CERK","DAGK_cat","Diacylglycerol kinase, catalytic domain","Diacylglycerol kinase catalytic domain","InterPro",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"J9HZV2","Aedes aegypti","GO:0043484","Regulation of RNA splicing",9,121,0.85,0.5,0.0093,"J9HZV2_AEDAE","AAEL017168-PA.",NA,NA,"nervous system development; regulation of alternative mRNA splicing, via spliceosome","mRNA binding","nucleotide binding","RBFOX2","Fox-1_C,RRM_1","RNA recognition motif domain","RNA recognition motif","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q0IEC2","Aedes aegypti","GO:0043484","Regulation of RNA splicing",9,121,0.85,0.5,0.0093,"AAEL011420","AAEL011420-PA.",NA,NA,"mRNA processing; RNA splicing","RNA binding","RNA recognition motif","ESRP2","RRM_1",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q0IFQ3","Aedes aegypti","GO:0043484","Regulation of RNA splicing",9,121,0.85,0.5,0.0093,"AAEL004167","AAEL004167-PA.","Branchpoint-bridging protein","Necessary for the ATP-dependent first step of spliceosome assembly. Binds to the intron branch point sequence (BPS) 5'-UACUAAC-3' of the pre-mRNA. May act as transcription repressor","mRNA splicing, via spliceosome; regulation of mRNA splicing, via spliceosome","mRNA binding; pre-mRNA branch point binding; zinc ion binding","Splicing factor 1 helix-hairpin domain","SF1","KH_1,SF1-HH,zf-CCHC","Zinc finger, CCHC-type","Zinc knuckle","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16HG5","Aedes aegypti","GO:0043484","Regulation of RNA splicing",9,121,0.85,0.5,0.0093,"AAEL014033","AAEL014033-PA.",NA,NA,NA,"RNA binding","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","CELF3","RRM_1","RNA recognition motif domain","RNA recognition motif","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q175T7","Aedes aegypti","GO:0043484","Regulation of RNA splicing",9,121,0.85,0.5,0.0093,"AAEL006555","AAEL006555-PA.",NA,NA,"nervous system development; regulation of alternative mRNA splicing, via spliceosome","mRNA binding","nucleotide binding","RBFOX2","Fox-1_C,RRM_1",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17E15","Aedes aegypti","GO:0043484","Regulation of RNA splicing",9,121,0.85,0.5,0.0093,"AAEL003979","Deadenylation factor EDEN-BP, putative.",NA,NA,NA,"mRNA binding","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","CELF3","RRM_1","RNA recognition motif domain","RNA recognition motif","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17FE8","Aedes aegypti","GO:0043484","Regulation of RNA splicing",9,121,0.85,0.5,0.0093,"AAEL003407","AAEL003407-PA.",NA,NA,NA,"mRNA 3'-UTR binding","RNA recognition motif",NA,"RRM_1","RNA recognition motif domain","RNA recognition motif","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
