"uniprot_id","species","mirna","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_labels_network","annotation_stringdb","protein_name_uniprot","cc_function_uniprot","go_p_uniprot","go_f_uniprot","description_eggnog","preferred_name_eggnog","pfams_eggnog","interpro_description_ips","signature_description_ips","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"Q16HK0","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL013997","AAEL013997-PA.",NA,NA,"signal transduction",NA,"Guanine nucleotide-binding protein","GNB4","WD40","G-protein subunit beta 1-5","G protein beta WD-40 repeat protein","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16I15","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL013830","Bmp-induced factor.",NA,NA,"animal organ development; developmental process involved in reproduction; neuron development; regulation of transcription by RNA polymerase II","zinc ion binding","Broad-Complex, Tramtrack and Bric a brac","chinmo","BTB,zf-C2H2,zf-C2H2_4","Zinc finger C2H2-type","Zinc finger, C2H2 type","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16I75","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL013770","Zinc finger protein.",NA,NA,"cell fate commitment","DNA-binding transcription repressor activity, RNA polymerase II-specific; N-methyltransferase activity; protein methyltransferase activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding; S-adenosylmethionine-dependent methyltransferase activity; zinc ion binding","SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain","PRDM1","SET,zf-C2H2","SET domain","PR domain zinc finger protein 2, PR domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16I88","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL013758","AAEL013758-PA.",NA,NA,NA,NA,"CD80-like C2-set immunoglobulin domain",NA,"C2-set_2,Ig_3,V-set,ig","CD80-like, immunoglobulin C2-set","CD80-like C2-set immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16IN4","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL013602","AAEL013602-PA.",NA,NA,NA,NA,"Laminin G domain","EGFLAM","EGF,Laminin_G_1,Laminin_G_2,fn3,hEGF","Laminin G domain","Laminin G domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16IW8","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL013529","AAEL013529-PA.",NA,NA,"neurotransmitter secretion",NA,"It is involved in the biological process described with neurotransmitter secretion","SYN3","Synapsin,Synapsin_C,Synapsin_N","Synapsin, ATP-binding domain","Synapsin, ATP binding domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16JC3","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL013380","AAEL013380-PA.",NA,NA,NA,"structural constituent of cuticle","Insect cuticle protein",NA,"Chitin_bind_4","Insect cuticle protein","Insect cuticle protein","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16KQ8","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL012905","AAEL012905-PA.",NA,NA,NA,"calcium ion binding","Zona pellucida (ZP) domain",NA,"EGF_CA,Zona_pellucida","Dumpy, DPY module","Dumpy, DPY module","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16KQ9","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL012910","AAEL012910-PA.",NA,NA,NA,"calcium ion binding","Follistatin-N-terminal domain-like","dp","EGF_CA,Zona_pellucida","Dumpy, DPY module","Dumpy, DPY module","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16KR0","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL012908","AAEL012908-PA.",NA,NA,NA,NA,"EGF domain, unclasssified subfamily","fbn-1","EGF_CA",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16L96","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL012723","AAEL012723-PA; Belongs to the protein kinase superfamily.","mitogen-activated protein kinase kinase",NA,"MAPK cascade","ATP binding; protein serine/threonine kinase activity; protein serine/threonine/tyrosine kinase activity; protein tyrosine kinase activity","protein kinase kinase","MAP2K1","Pkinase","Protein kinase domain","Protein kinase domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16LK0","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL012627","AAEL012627-PA.",NA,NA,"establishment of mitotic spindle orientation; regulation of establishment of bipolar cell polarity; signal transduction",NA,"Ras association (RalGDS/AF-6) domain","ANKFN1","Ank_4,RA,fn3","Ankyrin repeat","Ankyrin repeats (many copies)","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16LS6","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL012541","AAEL012541-PA.",NA,NA,"neurotransmitter secretion",NA,"It is involved in the biological process described with neurotransmitter secretion","SYN3","Synapsin,Synapsin_C,Synapsin_N","Synapsin, pre-ATP-grasp domain","Synapsin pre-ATP-grasp domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16LX7","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL012493","AAEL012493-PA.",NA,NA,"animal organ development; system development",NA,"Plexin repeat","ATRN","CUB,EGF_2,Kelch_1,Kelch_3,Kelch_4,Kelch_5,Kelch_6,Laminin_EGF,Lectin_C,PSI","Attractin/MKLN-like, beta-propeller domain","Attractin/LZTR1 beta-propeller","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16MK4","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL012273","AAEL012273-PA.",NA,NA,"hematopoietic progenitor cell differentiation",NA,"Armadillo repeat-containing protein 6","ARMC6","Arm","LRRK2, ARM repeat domain","LRRK2 ARM repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16N83","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL012065","Cytoplasmic polyadenylation element binding protein (cpeb).",NA,NA,"negative regulation of cytoplasmic translation","mRNA 3'-UTR binding; mRNA regulatory element binding translation repressor activity; ribosome binding; translation factor activity, RNA binding","Cytoplasmic polyadenylation element binding protein","CPEB2","CEBP_ZZ,RRM_7","RNA recognition motif domain","RNA recognition motif","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16N85","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL012057","Enhancer of polycomb-like protein.","Enhancer of polycomb-like protein",NA,"regulation of transcription by RNA polymerase II",NA,"Enhancer of polycomb","EPC1","EPL1,E_Pc_C","Enhancer of polycomb-like, N-terminal","Enhancer of polycomb-like","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16PP6","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL011565","AAEL011565-PA.",NA,NA,"signal transduction",NA,"It is involved in the biological process described with signal transduction",NA,"Ank_2,Ank_3,Ank_4,Ank_5,Death,ZU5","Ankyrin repeat","Ankyrin repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16PT5","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL011536","Phosphoacetylglucosamine mutase; Catalyzes the conversion of GlcNAc-6-P into GlcNAc-1-P during the synthesis of uridine diphosphate/UDP-GlcNAc, a sugar nucleotide critical to multiple glycosylation pathways including protein N- and O- glycosylation; Belongs to the phosphohexose mutase family.","Phosphoacetylglucosamine mutase","Catalyzes the conversion of GlcNAc-6-P into GlcNAc-1-P during the synthesis of uridine diphosphate/UDP-GlcNAc, a sugar nucleotide critical to multiple glycosylation pathways including protein N- and O-glycosylation","carbohydrate metabolic process; UDP-N-acetylglucosamine biosynthetic process","magnesium ion binding; phosphoacetylglucosamine mutase activity","Catalyzes the conversion of GlcNAc-6-P into GlcNAc-1-P during the synthesis of uridine diphosphate UDP-GlcNAc, a sugar nucleotide critical to multiple glycosylation pathways including protein N- and O-glycosylation","PGM3","PGM_PMM_I,PGM_PMM_III,PGM_PMM_IV","Phosphoacetylglucosamine mutase AMG1, domain II","Phosphoacetylglucosamine mutase AMG1, domain II","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16R23","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL011105","AAEL011105-PB.",NA,NA,NA,"actin filament binding","Class II Aldolase and Adducin N-terminal domain","add-1","Aldolase_II","Class II aldolase/adducin N-terminal","Class II Aldolase and Adducin N-terminal domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16R65","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL011058","Lim domain binding protein.",NA,NA,NA,"LIM domain binding","Lim domain binding protein","LDB2","LIM_bind","LIM interaction domain","LIM interaction domain (LID)","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16R88","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL011037","AAEL011037-PA.",NA,NA,NA,"structural constituent of cuticle","Insect cuticle protein",NA,"Chitin_bind_4","Insect cuticle protein","Insect cuticle protein","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16RM1","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL010908","AAEL010908-PA.",NA,NA,NA,NA,"Headcase protein","HECA","HECA,Headcase","Headcase, middle domain","Headcase protein","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16RU6","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL010835","Mitogen-activated protein kinase kinase kinase.","Mitogen-activated protein kinase kinase kinase dlk-1",NA,"response to stress","ATP binding; protein serine/threonine kinase activity","Mitogen-activated protein kinase kinase kinase","MAP3K13","Pkinase,Pkinase_Tyr","Serine-threonine/tyrosine-protein kinase, catalytic domain","Protein tyrosine and serine/threonine kinase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16S36","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL010716","AAEL010716-PA.","Translocon Sec61/SecY plug domain-containing protein",NA,"protein transport",NA,"Plug domain of Sec61p","Sec61alpha","Plug_translocon,SecY","Translocon Sec61/SecY, plug domain","Plug domain of Sec61p","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16SB0","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL010643","AAEL010643-PA.",NA,NA,NA,NA,"P21-Rho-binding domain","PAK3","PBD,Pkinase","CRIB domain","P21-Rho-binding domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16TM2","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL010198","AAEL010198-PA.",NA,NA,NA,NA,"Domain present in PSD-95, Dlg, and ZO-1/2.","IL16","PDZ","PDZ domain","PDZ domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16TR7","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL010144","AAEL010144-PA.",NA,NA,"extracellular matrix organization; proteolysis","metalloendopeptidase activity","Thrombospondin type 1 repeats","ADAMTSL1","ADAM_spacer1,I-set,Ig_3,PLAC,TSP_1","Thrombospondin type-1 (TSP1) repeat","Thrombospondin type 1 domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16U10","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL010061","AAEL010061-PA.",NA,NA,NA,"actin binding","Formin Homology 2 Domain","FHDC1","Drf_FH3,FH2","Formin, FH3 domain","Diaphanous FH3 Domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16U87","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL009988","AAEL009988-PA.",NA,NA,NA,NA,"Domain present in PSD-95, Dlg, and ZO-1/2.","IL16","PDZ","PDZ domain","PDZ domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16U90","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL009987","AAEL009987-PA.",NA,NA,NA,"zinc ion binding","Tudor domain",NA,"TUDOR","Tudor domain","Tudor domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16VM1","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL009515","AAEL009515-PA.",NA,NA,NA,"chromatin binding","DNA- binding",NA,"PWWP","PWWP domain","PWWP domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16VP6","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL009484","AAEL009484-PA.",NA,NA,"chitin-based cuticle development","structural constituent of chitin-based larval cuticle","Domain of unknown function, currently peculiar to Drosophila.",NA,"DUF243","Domain of unknown function DUF243","Domain of unknown function (DUF243)","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16W03","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL009377","AAEL009377-PA.","small monomeric GTPase",NA,"Rap protein signal transduction","GTP binding; GTPase activity","Ras subfamily of RAS small GTPases","RAP1A","Ras","Small GTPase","Ras family","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16WF1","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL009240","AAEL009240-PA.","Carboxylesterase type B domain-containing protein",NA,NA,NA,"alpha/beta hydrolase fold","Nrt","COesterase","Carboxylesterase, type B","Carboxylesterase family","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16WM1","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL009175","AAEL009175-PA.",NA,NA,"animal organ development; axon guidance; negative chemotaxis","calcium ion binding; heparin binding; Roundabout binding","C-terminal cystine knot-like domain (CTCK)","SLIT2","EGF,LRRCT,LRRNT,LRR_8,Laminin_G_1,Laminin_G_2,hEGF","Leucine-rich repeat","Leucine Rich Repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16XA3","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL008948","AAEL008948-PA.",NA,NA,NA,"acyltransferase activity, transferring groups other than amino-acyl groups","Conserved hypothetical protein",NA,"Acyl_transf_3","Acyltransferase 3 domain","Acyltransferase domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16XT3","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL008773","AAEL008773-PA.","Laminin A chain",NA,"animal organ morphogenesis; cell adhesion; system development; tissue development",NA,"Laminin Domain II","epi-1","Laminin_B,Laminin_EGF,Laminin_G_2,Laminin_I,Laminin_II,Laminin_N","Laminin IV","Laminin B (Domain IV)","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16YG3","Aedes aegypti","aae-mir-34-5p","GO:0007275","Multicellular organism development",115,2519,0.31,0.87,1.97e-11,"AAEL008554","AAEL008554-PA.","protein-tyrosine-phosphatase",NA,"cell differentiation; intracellular signal transduction; mitotic cell cycle","non-membrane spanning protein tyrosine phosphatase activity; phosphotyrosine residue binding","Src homology 2 domains","PTPN11","SH2,Y_phosphatase","SH2 domain","SH2 domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
